GeneID,Phylostrata,EnsemblID,Entrez
BFAR,5,ENSG00000275618,51283
BFSP1,8,ENSGALG00010017915,396056
BFSP1,8,ENSG00000125864,631
BFSP2,8,ENSG00000170819,8419
BFSP2,8,ENSGALG00010017155,396141
BGLAP,8,ENSG00000242252,632
BGLAP,8,ENSGALG00010028181,396348
BGN,2,ENSG00000182492,633
BHLHA15,5,ENSG00000180535,168620
BHLHA15,5,ENSGALG00010021958,107049029
BHLHA9,10,ENSGALG00010029789,771883
BHLHA9,10,ENSG00000205899,727857
BHLHE22,4,ENSG00000180828,27319
BHLHE23,4,ENSG00000125533,128408
BHLHE23,4,ENSGALG00010024982,395165
BHLHE40,8,ENSG00000134107,8553
BHLHE40,8,ENSGALG00010021719,416108
BHLHE41,8,ENSG00000123095,79365
BHLHE41,8,ENSGALG00010014338,101750689
BHMT,1,ENSG00000145692,635
BHMT2,11,ENSG00000132840,23743
BICC1,4,ENSGALG00010010226,423604
BICC1,4,ENSDARG00000070497,571411
BICC1,4,ENSG00000122870,80114
BICD1,5,ENSDARG00000079496,556758
BICD1,5,ENSG00000151746,636
BICD1,5,ENSGALG00010015918,427919
BICD2,5,ENSGALG00010027745,415990
BICD2,5,ENSDARG00000098215,100330881
BICD2,5,ENSG00000185963,23299
BID,9,ENSGALG00010012415,395236
BID,9,ENSG00000015475,637
BIK,12,ENSG00000100290,638
BIK,12,ENSGALG00010011907,776149
BIN1,5,ENSGALG00010021684,424228
BIN1,5,ENSG00000136717,274
BIN1,5,ENSDARG00000042114,563561
BIN2,6,ENSG00000110934,51411
BIN2,6,ENSGALG00010023819,777552
BIN3,2,ENSGALG00010019859,107049508
BIN3,2,ENSG00000147439,55909
BIRC2,6,ENSG00000110330,329
BIRC2,6,ENSGALG00010007658,374012
BIRC3,6,ENSG00000023445,330
BIRC5,3,ENSGALG00010018655,374078
BIRC5,3,ENSG00000089685,332
BIRC6,2,ENSGALG00010007614,421463
BIRC6,2,ENSG00000115760,57448
BIRC7,6,ENSG00000101197,79444
BIRC7,6,ENSGALG00010024168,419239
BIRC8,15,ENSG00000293247,112401
BIRC8,15,ENSGALG00010013281,395280
BIVM,2,ENSG00000134897,54841
BIVM,2,ENSGALG00010006059,374099
BLACE,15,ENSG00000204960,338436
BLCAP,5,ENSG00000166619,10904
BLCAP,5,ENSGALG00010021670,100857695
BLM,1,ENSGALG00010016393,415577
BLM,1,ENSG00000197299,641
BLMH,1,ENSG00000108578,642
BLMH,1,ENSGALG00010029710,395996
BLNK,6,ENSG00000095585,29760
BLOC1S1,2,ENSGALG00010022937,100857285
BLOC1S1,2,ENSG00000135441,2647
BLOC1S3,4,ENSG00000189114,388552
BLOC1S4,2,ENSG00000186222,55330
BLOC1S4,2,ENSGALG00010007943,421000
BLOC1S6,4,ENSG00000104164,26258
BLOC1S6,4,ENSGALG00010017070,415447
BLVRA,5,ENSG00000106605,644
BLVRA,5,ENSGALG00010007133,420776
BLVRB,1,ENSG00000090013,645
BLZF1,4,ENSG00000117475,8548
BLZF1,4,ENSGALG00010005293,418371
BMF,9,ENSG00000104081,90427
BMF,9,ENSGALG00010023429,769140
BMI1,6,ENSGALG00010004188,493647
BMI1,6,ENSG00000168283,648
BMP1,2,ENSG00000168487,649
BMP10,8,ENSG00000163217,27302
BMP10,8,ENSGALG00010020231,395177
BMP15,8,ENSG00000130385,9210
BMP15,8,ENSGALG00010016722,428697
BMP2,5,ENSG00000125845,650
BMP2,5,ENSGALG00010018503,378779
BMP2K,2,ENSGALG00010003165,422578
BMP2K,2,ENSG00000138756,55589
BMP3,6,ENSGALG00010002819,422581
BMP3,6,ENSG00000152785,651
BMP4,4,ENSG00000125378,652
BMP4,4,ENSGALG00010018174,396165
BMP5,6,ENSG00000112175,653
BMP5,6,ENSGALG00010001471,396053
BMP6,5,ENSGALG00010010456,420868
BMP6,5,ENSG00000153162,654
BMP7,6,ENSGALG00010015033,395494
BMP7,6,ENSG00000101144,655
BMP8A,8,ENSG00000183682,353500
BMP8B,8,ENSG00000116985,656
BMPER,4,ENSG00000164619,168667
BMPER,4,ENSGALG00010019124,420744
BMPR1B,4,ENSGALG00010004337,396030
BMPR1B,4,ENSG00000138696,658
BMPR2,5,ENSGALG00010025207,374147
BMPR2,5,ENSG00000204217,659
BMS1,2,ENSG00000165733,9790
BMS1,2,ENSGALG00010011146,423633
BMX,4,ENSGALG00010001484,428003
BMX,4,ENSG00000102010,660
BNC1,6,ENSGALG00010016769,427504
BNC1,6,ENSG00000169594,646
BNC2,6,ENSGALG00010016535,431604
BNC2,6,ENSG00000173068,54796
BNIP1,2,ENSGALG00010009311,416207
BNIP1,2,ENSG00000113734,662
BNIP2,8,ENSG00000140299,663
BNIP2,8,ENSGALG00010024708,415379
BNIP3,5,ENSG00000176171,664
BNIP3L,8,ENSG00000104765,665
BNIP3L,8,ENSGALG00010018342,419522
BNIPL,11,ENSG00000163141,149428
BOC,8,ENSGALG00010004395,418361
BOC,8,ENSG00000144857,91653
BOD1,4,ENSG00000145919,91272
BOD1L1,4,ENSGALG00010009133,422838
BOD1L1,4,ENSG00000038219,259282
BOK,5,ENSGALG00010023473,395445
BOK,5,ENSG00000176720,666
BOLA1,1,ENSGALG00010027977,107049580
BOLA1,1,ENSG00000178096,51027
BOLA2,1,ENSG00000183336,124907841
BOLA2,1,ENSDARG00000111714,553698
BOLA2B,1,ENSG00000169627,654483
BOLA3,1,ENSG00000163170,388962
BOP1,2,ENSGALG00010009432,425985
BOP1,2,ENSG00000261236,23246
BORA,4,ENSGALG00010000859,769298
BORA,4,ENSG00000136122,79866
BPGM,1,ENSGALG00010013428,418172
BPGM,1,ENSG00000172331,669
BPHL,1,ENSGALG00010011400,420885
BPHL,1,ENSG00000137274,670
BPI,2,ENSG00000101425,671
BPIFA1,10,ENSG00000198183,51297
BPIFA2,12,ENSG00000131050,140683
BPIFA3,12,ENSG00000131059,128861
BPIFB1,10,ENSG00000125999,92747
BPIFB2,11,ENSG00000078898,80341
BPIFB3,9,ENSG00000186190,359710
BPIFB3,9,ENSGALG00010015205,419289
BPIFB3,9,ENSGALG00010016680,419290
BPIFB4,7,ENSG00000186191,149954
BPIFB4,7,ENSGALG00010015511,428160
BPIFB6,9,ENSGALG00010015502,107049084
BPIFB6,9,ENSG00000167104,128859
BPIFC,9,ENSG00000184459,254240
BPTF,5,ENSGALG00010029322,100858895
BPTF,5,ENSG00000171634,2186
BPY2,15,ENSG00000183753,9083
BPY2B,15,ENSG00000183795,442867
BPY2C,15,ENSG00000185894,442868
BRAF,4,ENSG00000157764,673
BRAF,4,ENSGALG00010013466,396239
BRAP,2,ENSGALG00010025831,772041
BRAP,2,ENSG00000089234,8315
BRAT1,4,ENSG00000106009,221927
BRAT1,4,ENSGALG00010020104,769893
BRCA1,2,ENSG00000012048,672
BRCA1,2,ENSGALG00010024722,373983
BRCA2,2,ENSGALG00010006740,374139
BRCA2,2,ENSG00000139618,675
BRD1,2,ENSG00000100425,23774
BRD1,2,ENSGALG00010008807,417731
BRD2,2,ENSG00000235307,6046
BRD2,2,ENSGALG00010003068,417049
BRD3,2,ENSGALG00010028885,427757
BRD3,2,ENSG00000169925,8019
BRD4,2,ENSG00000141867,23476
BRD7,4,ENSGALG00010024063,415730
BRD7,4,ENSG00000166164,29117
BRD8,3,ENSGALG00010012216,416219
BRD8,3,ENSDARG00000055999,100003763
BRD8,3,ENSG00000112983,10902
BRD9,2,ENSG00000028310,65980
BRD9,2,ENSGALG00010007580,420799
BRE,2,ENSGALG00010021648,421417
BRF1,2,ENSG00000185024,2972
BRF1,2,ENSGALG00010017110,423503
BRF2,6,ENSG00000104221,55290
BRF2,6,ENSGALG00010017395,426772
BRI3,5,ENSG00000164713,25798
BRI3BP,8,ENSG00000184992,140707
BRI3BP,8,ENSGALG00010020935,416812
BRICD5,8,ENSGALG00010018080,107054618
BRICD5,8,ENSG00000182685,283870
BRINP2,8,ENSGALG00010010418,424433
BRINP2,8,ENSG00000198797,57795
BRINP3,8,ENSG00000162670,339479
BRINP3,8,ENSGALG00010010155,429077
BRIP1,1,ENSG00000136492,83990
BRIP1,1,ENSGALG00010029319,417642
BRIX1,2,ENSG00000113460,55299
BRIX1,2,ENSGALG00010013256,427433
BRMS1,6,ENSG00000174744,25855
BRMS1L,4,ENSGALG00010005909,423328
BRMS1L,4,ENSG00000100916,84312
BROX,2,ENSG00000162819,148362
BROX,2,ENSGALG00010016796,421334
BRPF1,2,ENSG00000156983,7862
BRPF1,2,ENSGALG00010021528,427590
BRPF3,2,ENSGALG00010027074,421182
BRPF3,2,ENSG00000096070,27154
BRS3,6,ENSGALG00010014519,378927
BRS3,6,ENSG00000102239,680
BRSK1,2,ENSG00000160469,84446
BRSK1,2,ENSGALG00010024680,423098
BRSK2,2,ENSDARG00000077791,100149571
BRSK2,2,ENSDARG00000061421,100334759
BRSK2,2,ENSG00000291428,9024
BRWD1,2,ENSGALG00010014738,418521
BRWD1,2,ENSG00000185658,54014
BRWD3,2,ENSG00000165288,254065
BRWD3,2,ENSGALG00010019059,422281
BSCL2,2,ENSG00000168000,26580
BSDC1,2,ENSGALG00010017578,419658
BSDC1,2,ENSG00000160058,55108
BSG,8,ENSG00000172270,682
BSG,8,ENSGALG00010027468,770363
BSN,6,ENSG00000164061,8927
BSN,6,ENSGALG00010027313,430723
BSND,12,ENSGALG00010022779,107054005
BSND,12,ENSG00000162399,7809
BSPH1,5,ENSG00000188334,100131137
BSPRY,8,ENSG00000119411,54836
BSPRY,8,ENSGALG00010027939,417272
BST1,9,ENSG00000109743,683
BST1,9,ENSGALG00010010547,422828
BSX,6,ENSGALG00010025614,395183
BSX,6,ENSG00000188909,390259
BTAF1,1,ENSDARG00000060089,565357
BTAF1,1,ENSG00000095564,9044
BTAF1,1,ENSGALG00010021529,423817
BTBD1,5,ENSG00000064726,53339
BTBD1,5,ENSGALG00010016643,415461
BTBD10,4,ENSG00000148925,84280
BTBD10,4,ENSGALG00010021681,423029
BTBD16,4,ENSG00000138152,118663
BTBD17,6,ENSGALG00010029502,427813
BTBD17,6,ENSG00000204347,388419
BTBD18,14,ENSG00000233436,643376
BTBD19,4,ENSG00000222009,149478
BTBD19,4,ENSGALG00010025852,100858105
BTBD2,5,ENSG00000133243,55643
BTBD2,5,ENSGALG00010027914,420080
BTBD6,6,ENSGALG00010017119,101752037
BTBD6,6,ENSG00000184887,90135
BTBD7,5,ENSG00000277222,55727
BTBD8,4,ENSG00000189195,284697
BTBD9,4,ENSG00000183826,114781
BTBD9,4,ENSGALG00010021236,421429
BTC,6,ENSGALG00010008008,448833
BTC,6,ENSG00000174808,685
BTD,6,ENSGALG00010002100,420639
BTD,6,ENSG00000169814,686
BTF3,2,ENSG00000145741,689
BTF3,2,ENSGALG00010010447,426154
BTF3L4,2,ENSG00000134717,91408
BTF3L4,2,ENSGALG00010024840,424638
BTG1,5,ENSGALG00010013359,396295
BTG1,5,ENSG00000133639,694
BTG2,6,ENSGALG00010026775,419932
BTG2,6,ENSG00000159388,7832
BTG3,6,ENSG00000154640,10950
BTG4,6,ENSG00000137707,54766
BTG4,6,ENSGALG00010022753,419781
BTK,4,ENSG00000010671,695
BTK,4,ENSGALG00010015975,374075
BTLA,10,ENSG00000186265,151888
BTN1A1,9,ENSGALG00010027725,420061
BTN1A1,9,ENSG00000292177,696
BTN2A2,11,ENSG00000124508,10385
BTN3A1,12,ENSG00000026950,11119
BTN3A2,15,ENSG00000186470,11118
BTN3A3,12,ENSG00000111801,10384
BTNL3,11,ENSG00000168903,10917
BTNL8,11,ENSG00000113303,79908
BTNL9,10,ENSG00000165810,153579
BTRC,2,ENSG00000166167,8945
BUB1,2,ENSG00000169679,699
BUB1,2,ENSGALG00010017024,421226
BUB1B,2,ENSGALG00010023017,378922
BUB1B,2,ENSG00000156970,701
BUB3,2,ENSG00000154473,9184
BUB3,2,ENSGALG00010001832,423949
BUD13,2,ENSG00000137656,84811
BUD13,2,ENSGALG00010024720,428248
BUD31,2,ENSGALG00010021414,416492
BUD31,2,ENSG00000106245,8896
BVES,6,ENSGALG00010015800,408032
BVES,6,ENSG00000112276,11149
BYSL,2,ENSG00000112578,705
BYSL,2,ENSGALG00010026568,419927
BZW1,2,ENSGALG00010024792,424073
BZW1,2,ENSG00000082153,9689
BZW2,2,ENSG00000136261,28969
BZW2,2,ENSGALG00010005255,420594
C10orf105,15,ENSG00000214688,414152
C10orf120,11,ENSG00000183559,399814
C10orf53,5,ENSG00000178645,282966
C10orf62,10,ENSG00000203942,414157
C10orf67,4,ENSG00000179133,256815
C10orf71,10,ENSG00000177354,118461
C10orf88,4,ENSG00000119965,80007
C10orf88,4,ENSGALG00010001759,427084
C10orf90,9,ENSG00000154493,118611
C10orf95,6,ENSG00000120055,79946
C11orf16,8,ENSG00000176029,56673
C11orf16,8,ENSGALG00010020586,107053378
C11orf21,15,ENSG00000110665,29125
C11orf24,9,ENSG00000171067,53838
C11orf40,15,ENSG00000171987,143501
C11orf42,11,ENSG00000180878,160298
C11orf52,11,ENSG00000149300,91894
C11orf52,11,ENSGALG00010025164,770939
C11orf54,3,ENSGALG00010008793,419001
C11orf54,3,ENSG00000182919,28970
C11orf58,6,ENSGALG00010023144,395520
C11orf58,6,ENSG00000110696,10944
C11orf65,2,ENSG00000166323,160140
C11orf68,3,ENSG00000175573,83638
C11orf70,2,ENSGALG00010007928,418985
C11orf71,12,ENSG00000180425,54494
C11orf74,4,ENSGALG00010025248,423166
C11orf87,9,ENSGALG00010004871,418964
C11orf87,9,ENSG00000185742,399947
C11orf91,9,ENSG00000205177,100131378
C11orf94,11,ENSGALG00010022000,100859336
C11orf96,9,ENSG00000187479,387763
C12orf42,13,ENSG00000179088,374470
C12orf43,5,ENSG00000157895,64897
C12orf43,5,ENSGALG00010022718,416966
C12orf49,2,ENSGALG00010000479,417026
C12orf50,9,ENSG00000165805,160419
C12orf50,9,ENSGALG00010011375,417885
C12orf57,2,ENSG00000111678,113246
C12orf57,2,ENSGALG00010023447,771099
C12orf60,9,ENSG00000182993,144608
C12orf73,6,ENSGALG00010010095,772057
C12orf76,15,ENSG00000174456,400073
C14orf119,5,ENSG00000179933,55017
C14orf178,14,ENSG00000197734,283579
C14orf180,12,ENSG00000274126,400258
C14orf2,10,ENSGALG00010016066,772187
C14orf28,8,ENSG00000179476,122525
C14orf39,9,ENSG00000179008,317761
C14orf93,10,ENSG00000100802,60686
C15orf32,15,ENSG00000183643,145858
C15orf39,8,ENSG00000167173,56905
C15orf40,1,ENSG00000169609,123207
C15orf48,6,ENSG00000166920,84419
C15orf61,4,ENSGALG00010016968,101747767
C15orf61,4,ENSG00000189227,145853
C15orf62,9,ENSGALG00010023067,770534
C15orf62,9,ENSG00000188277,643338
C16orf54,10,ENSG00000185905,283897
C16orf74,10,ENSG00000154102,404550
C16orf78,12,ENSG00000166152,123970
C16orf86,12,ENSG00000159761,388284
C16orf87,4,ENSG00000155330,388272
C16orf87,4,ENSGALG00010023665,415747
C16orf89,4,ENSG00000153446,146556
C16orf89,4,ENSGALG00010018690,416394
C16orf90,10,ENSG00000215131,646174
C16orf92,12,ENSG00000167194,146378
C16orf95,14,ENSG00000260456,100506581
C16orf96,5,ENSG00000205832,342346
C17orf100,12,ENSG00000256806,388327
C17orf107,14,ENSG00000205710,100130311
C17orf49,5,ENSG00000258315,124944
C17orf50,13,ENSG00000270806,146853
C17orf58,8,ENSG00000186665,284018
C17orf58,8,ENSGALG00010029318,417421
C17orf67,9,ENSG00000214226,339210
C17orf67,9,ENSGALG00010029578,417400
C17orf75,4,ENSG00000108666,64149
C17orf75,4,ENSGALG00010029605,417412
C17orf78,9,ENSG00000278145,284099
C18orf32,8,ENSG00000177576,497661
C18orf54,8,ENSG00000166845,162681
C19orf12,5,ENSG00000131943,83636
C19orf12,5,ENSGALG00010023993,415757
C19orf18,12,ENSG00000177025,147685
C19orf33,12,ENSG00000167644,64073
C19orf38,10,ENSG00000214212,255809
C19orf44,4,ENSGALG00010027109,420145
C19orf44,4,ENSG00000105072,84167
C19orf47,4,ENSG00000160392,126526
C19orf53,3,ENSG00000104979,28974
C19orf67,8,ENSG00000288239,646457
C19orf73,14,ENSG00000221916,55150
C19orf81,7,ENSG00000235034,342918
C1D,2,ENSGALG00010017755,421267
C1D,2,ENSG00000197223,10438
C1GALT1,2,ENSG00000106392,56913
C1GALT1,2,ENSGALG00010003406,420575
C1GALT1C1,8,ENSG00000288368,29071
C1GALT1C1,8,ENSGALG00010012234,422362
C1orf101,5,ENSGALG00010008263,421495
C1orf105,12,ENSG00000180999,92346
C1orf115,8,ENSGALG00010017652,421341
C1orf115,8,ENSG00000162817,79762
C1orf116,8,ENSG00000182795,79098
C1orf116,8,ENSGALG00010027149,419849
C1orf122,15,ENSG00000197982,127687
C1orf127,13,ENSG00000175262,148345
C1orf141,12,ENSG00000203963,400757
C1orf146,5,ENSG00000203910,388649
C1orf146,5,ENSGALG00010022008,770460
C1orf158,4,ENSGALG00010021049,395744
C1orf159,8,ENSG00000131591,54991
C1orf159,8,ENSGALG00010021636,419427
C1orf162,12,ENSG00000143110,128346
C1orf167,12,ENSG00000215910,284498
C1orf174,8,ENSG00000198912,339448
C1orf174,8,ENSGALG00010021230,419378
C1orf185,13,ENSG00000204006,284546
C1orf198,6,ENSGALG00010007787,768787
C1orf198,6,ENSG00000119280,84886
C1orf21,7,ENSGALG00010011643,424449
C1orf21,7,ENSG00000116667,81563
C1orf220,15,ENSG00000213057,400798
C1orf226,8,ENSG00000239887,400793
C1orf35,2,ENSGALG00010026076,769525
C1orf35,2,ENSG00000143793,79169
C1orf43,4,ENSGALG00010028262,430589
C1orf43,4,ENSG00000143612,25912
C1orf50,1,ENSGALG00010021839,419506
C1orf50,1,ENSG00000164008,79078
C1orf52,8,ENSG00000162642,148423
C1orf52,8,ENSGALG00010020686,424529
C1orf53,1,ENSGALG00010010231,100859900
C1orf53,1,ENSG00000203724,388722
C1orf54,11,ENSG00000118292,79630
C1orf56,11,ENSG00000143443,54964
C1orf74,5,ENSG00000162757,148304
C1orf74,5,ENSGALG00010027743,771943
C1orf87,4,ENSG00000162598,127795
C1QB,9,ENSGALG00010016881,428197
C1QB,9,ENSG00000173369,713
C1QBP,4,ENSG00000108561,708
C1QBP,4,ENSGALG00010029248,395538
C1QC,8,ENSGALG00010016905,419503
C1QC,8,ENSG00000159189,714
C1QL1,8,ENSG00000131094,10882
C1QL1,8,ENSGALG00010023752,430993
C1QL2,8,ENSG00000144119,165257
C1QL2,8,ENSGALG00010020798,107053871
C1QL3,6,ENSGALG00010004722,771966
C1QL3,6,ENSDARG00000010350,100151368
C1QL3,6,ENSG00000165985,389941
C1QL4,8,ENSG00000186897,338761
C1QTNF1,8,ENSG00000173918,114897
C1QTNF1,8,ENSGALG00010030103,768784
C1QTNF2,8,ENSG00000145861,114898
C1QTNF2,8,ENSGALG00010009097,416156
C1QTNF3,6,ENSG00000082196,114899
C1QTNF3,6,ENSGALG00010013207,427430
C1QTNF4,8,ENSG00000284838,114900
C1QTNF5,8,ENSG00000223953,114902
C1QTNF5,8,ENSGALG00010026120,769989
C1QTNF6,7,ENSGALG00010014648,427908
C1QTNF6,7,ENSG00000133466,114904
C1QTNF7,8,ENSGALG00010010655,422831
C1QTNF7,8,ENSG00000163145,114905
C1QTNF8,9,ENSGALG00010017487,427666
C1QTNF8,9,ENSG00000184471,390664
C1QTNF9,8,ENSG00000240654,338872
C1QTNF9B,8,ENSG00000205863,387911
C1RL,12,ENSG00000288124,51279
C1S,6,ENSGALG00010023603,418294
C1S,6,ENSG00000182326,716
C2,5,ENSMUSG00000024371,12263
C2,5,ENSG00000231543,717
C20orf141,12,ENSG00000258713,128653
C20orf144,11,ENSG00000149609,128864
C20orf202,14,ENSG00000215595,400831
C20orf96,4,ENSG00000196476,140680
C21orf140,9,ENSG00000222018,101928147
C21orf140,9,ENSGALG00010013862,101748326
C21orf58,8,ENSG00000160298,54058
C21orf58,8,ENSGALG00010014952,424040
C21orf91,8,ENSGALG00010007429,395489
C21orf91,8,ENSG00000154642,54149
C22orf15,10,ENSG00000273579,150248
C22orf23,2,ENSGALG00010010446,418031
C22orf23,2,ENSG00000128346,84645
C22orf31,11,ENSG00000100249,25770
C22orf39,4,ENSGALG00010024427,101751757
C22orf39,4,ENSG00000242259,128977
C22orf42,15,ENSG00000205856,150297
C2CD2,8,ENSG00000157617,25966
C2CD2,8,ENSGALG00010010991,418532
C2CD2L,5,ENSGALG00010024354,428233
C2CD2L,5,ENSG00000172375,9854
C2CD3,4,ENSG00000168014,26005
C2CD3,4,ENSGALG00010002507,419059
C2CD4A,11,ENSG00000198535,145741
C2CD4B,13,ENSG00000205502,388125
C2CD4C,8,ENSDARG00000079876,100332608
C2CD4C,8,ENSGALG00010027249,428334
C2CD4C,8,ENSG00000183186,126567
C2CD4D,13,ENSG00000225556,100191040
C2CD5,2,ENSG00000111731,9847
C2CD5,2,ENSGALG00010014626,418197
C2orf15,5,ENSG00000273045,150590
C2orf42,6,ENSGALG00010019622,426298
C2orf42,6,ENSG00000115998,54980
C2orf49,6,ENSGALG00010013221,418725
C2orf49,6,ENSG00000135974,79074
C2orf50,5,ENSGALG00010002657,100859666
C2orf50,5,ENSG00000150873,130813
C2orf66,9,ENSG00000187944,401027
C2orf66,9,ENSGALG00010010961,424053
C2orf68,5,ENSG00000168887,388969
C2orf69,2,ENSGALG00010023884,424064
C2orf69,2,ENSG00000178074,205327
C2orf72,12,ENSG00000204128,257407
C2orf73,5,ENSG00000177994,129852
C2orf76,2,ENSG00000186132,130355
C2orf76,2,ENSGALG00010020766,424274
C2orf78,7,ENSG00000291484,388960
C2orf80,11,ENSG00000188674,389073
C2orf81,4,ENSG00000284308,388963
C2orf88,11,ENSGALG00010012838,100857703
C2orf88,11,ENSG00000187699,84281
C3,5,ENSMUSG00000024164,12266
C3,5,ENSG00000125730,718
C3AR1,9,ENSG00000171860,719
C3orf18,6,ENSGALG00010028136,415914
C3orf18,6,ENSG00000088543,51161
C3orf20,11,ENSG00000131379,84077
C3orf22,13,ENSG00000180697,152065
C3orf33,5,ENSG00000174928,285315
C3orf33,5,ENSGALG00010001070,100859600
C3orf38,5,ENSGALG00010006236,418429
C3orf38,5,ENSG00000179021,285237
C3orf49,10,ENSG00000163632,132200
C3orf52,8,ENSG00000114529,79669
C3orf62,11,ENSG00000188315,375341
C3orf70,8,ENSGALG00010024515,424878
C3orf70,8,ENSG00000187068,285382
C3orf80,11,ENSG00000180044,401097
C4A,5,ENSG00000244207,110384692
C4B,5,ENSG00000224389,721
C4B_2,5,ENSG00000233312,100293534
C4BPA,8,ENSG00000123838,722
C4BPB,11,ENSG00000123843,725
C4orf17,9,ENSG00000138813,84103
C4orf19,9,ENSG00000154274,55286
C4orf19,9,ENSGALG00010014455,101747284
C4orf33,4,ENSG00000151470,132321
C4orf36,11,ENSG00000163633,132989
C4orf46,11,ENSGALG00010008693,107053203
C4orf46,11,ENSG00000205208,201725
C4orf48,8,ENSGALG00010016731,422894
C4orf51,13,ENSG00000237136,646603
C5,5,ENSG00000106804,727
C5,5,ENSGALG00010029141,417122
C5AR1,8,ENSG00000197405,728
C5AR2,11,ENSG00000134830,27202
C5orf15,9,ENSG00000113583,56951
C5orf15,9,ENSGALG00010015910,416321
C5orf22,5,ENSG00000082213,55322
C5orf22,5,ENSGALG00010011022,420910
C5orf24,8,ENSG00000181904,134553
C5orf24,8,ENSGALG00010013180,416311
C5orf34,4,ENSGALG00010014476,427194
C5orf34,4,ENSG00000172244,375444
C5orf46,12,ENSG00000178776,389336
C5orf47,13,ENSG00000185056,133491
C5orf52,12,ENSG00000187658,100190949
C6,7,ENSMUSG00000022181,12274
C6,7,ENSG00000039537,729
C6,7,ENSGALG00010012485,431585
C6orf106,4,ENSGALG00010026094,419902
C6orf118,7,ENSG00000112539,168090
C6orf120,4,ENSGALG00010004666,421557
C6orf120,4,ENSG00000185127,387263
C6orf132,10,ENSG00000188112,647024
C6orf132,10,ENSGALG00010027557,101750708
C6orf136,4,ENSG00000204564,221545
C6orf15,11,ENSG00000204542,29113
C6orf163,4,ENSGALG00010003769,421826
C6orf163,4,ENSG00000203872,206412
C6orf203,6,ENSGALG00010012569,421779
C6orf226,13,ENSG00000221821,441150
C6orf47,11,ENSG00000204439,57827
C6orf52,13,ENSG00000285312,347744
C6orf58,4,ENSGALG00010004832,421712
C6orf58,4,ENSG00000184530,352999
C6orf62,5,ENSGALG00010008027,421005
C6orf62,5,ENSG00000112308,81688
C6orf89,8,ENSGALG00010025637,419817
C6orf89,8,ENSG00000198663,221477
C7,8,ENSG00000112936,730
C7,8,ENSGALG00010012427,427187
C7,8,ENSMUSG00000079105,109828
C7orf25,2,ENSGALG00010007902,420771
C7orf25,2,ENSG00000136197,79020
C7orf33,14,ENSG00000170279,202865
C7orf50,2,ENSG00000146540,84310
C7orf50,2,ENSGALG00010022455,416455
C7orf57,4,ENSGALG00010000611,420941
C7orf57,4,ENSG00000164746,136288
C8A,8,ENSG00000157131,731
C8A,8,ENSGALG00010026635,429111
C8B,8,ENSG00000021852,732
C8B,8,ENSGALG00010026700,424669
C8G,8,ENSGALG00010028454,770691
C8G,8,ENSG00000176919,733
C8orf34,4,ENSG00000165084,116328
C8orf34,4,ENSGALG00010004246,768864
C8orf44,14,ENSG00000288596,56260
C8orf48,5,ENSG00000164743,157773
C8orf48,5,ENSGALG00010011909,119765002
C8orf58,11,ENSG00000241852,541565
C8orf74,4,ENSG00000285147,203076
C8orf76,5,ENSG00000189376,84933
C8orf76,5,ENSGALG00010009730,124416947
C8orf82,2,ENSGALG00010008000,121109862
C8orf82,2,ENSG00000213563,414919
C9,8,ENSG00000113600,735
C9,8,ENSMUSG00000022149,12279
C9orf152,9,ENSG00000188959,401546
C9orf153,12,ENSG00000187753,389766
C9orf163,15,ENSG00000196366,158055
C9orf40,10,ENSG00000135045,55071
C9orf50,12,ENSG00000179058,375759
C9orf57,13,ENSG00000204669,138240
C9orf72,4,ENSMUSG00000028300,73205
C9orf72,4,ENSG00000147894,203228
C9orf72,4,ENSGALG00010006249,427370
C9orf78,2,ENSG00000136819,51759
C9orf78,2,ENSGALG00010028498,417189
C9orf85,2,ENSGALG00010014220,770483
C9orf85,2,ENSG00000155621,138241
CA1,2,ENSG00000133742,759
CA10,4,ENSGALG00010029232,417389
CA10,4,ENSG00000154975,56934
CA11,11,ENSG00000063180,770
CA12,4,ENSDARG00000045644,100537787
CA12,4,ENSGALG00010024499,415370
CA12,4,ENSG00000074410,771
CA13,2,ENSG00000185015,377677
CA13,2,ENSGALG00010013262,100858989
CA14,6,ENSG00000118298,23632
CA2,1,ENSG00000104267,760
CA2,1,ENSGALG00010013325,396257
CA3,6,ENSG00000164879,761
CA4,8,ENSGALG00010029180,417647
CA4,8,ENSG00000167434,762
CA5A,8,ENSG00000174990,763
CA5B,8,ENSG00000169239,11238
CA5B,8,ENSGALG00010009365,415833
CA6,6,ENSG00000131686,765
CA6,6,ENSGALG00010017381,428187
CA7,1,ENSGALG00010006979,415791
CA7,1,ENSG00000168748,766
CA8,4,ENSG00000178538,767
CA8,4,ENSGALG00010002685,421139
CA9,2,ENSGALG00010012303,770004
CA9,2,ENSG00000107159,768
CAAP1,4,ENSGALG00010006378,427364
CAAP1,4,ENSG00000120159,79886
CAB39,2,ENSG00000135932,51719
CAB39,2,ENSGALG00010024970,424830
CAB39L,2,ENSGALG00010004043,418865
CAB39L,2,ENSG00000102547,81617
CABIN1,2,ENSG00000099991,23523
CABIN1,2,ENSGALG00010026167,416938
CABIN1,2,ENSDARG00000079326,571383
CABLES1,2,ENSG00000134508,91768
CABLES1,2,ENSGALG00010004191,768914
