Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
DEPDC7	2.4e-04	2.6	39.6	-3.91
CLCF1	3.6e-09	37.4	2.5	3.91
SPHK1	1.1e-05	50.7	3.4	3.90
ADORA2A-AS1	5.9e-04	1.0	14.8	-3.89
TRNP1	1.0e-08	57.7	3.9	3.89
ZNF532	4.6e-09	20.8	1.4	3.89
ARHGEF16	3.3e-09	49.9	3.4	3.89
ABCA3	9.3e-10	14.9	1.0	3.89
MAPK12	4.0e-06	26.8	1.8	3.89
TRAF5	1.8e-05	14.9	1.0	3.89
KLF5	9.8e-05	52.9	3.6	3.89
COL1A1	5.1e-08	617.9	41.7	3.89
HES4	7.7e-12	42.8	2.9	3.88
THY1	7.1e-12	33.0	2.2	3.88
DGAT2	1.3e-04	11.7	171.4	-3.88
FMNL2	5.4e-05	25.5	1.7	3.88
ANXA2	1.4e-12	1797.1	121.9	3.88
SLC44A2	2.6e-12	192.0	13.1	3.88
C4BPB	4.3e-09	28.9	426.4	-3.88
CLDN7	5.5e-10	217.5	14.8	3.88
HSPB8	2.1e-04	53.1	3.6	3.87
STMN3	1.6e-07	23.3	1.6	3.87
RAB11FIP1	3.0e-07	24.7	1.7	3.87
CXCL8	2.8e-05	122.7	8.4	3.87
KRTCAP3	2.0e-10	151.9	10.4	3.87
RHBDF1	7.6e-12	58.3	4.0	3.86
MMP9	9.9e-05	18.2	1.3	3.86
P3H4	3.6e-12	44.6	3.1	3.86
ABCC9	1.5e-06	1.0	14.4	-3.85
LAMA5	4.6e-13	91.7	6.4	3.85
ZNF888	9.4e-08	14.4	1.0	3.85
PTHLH	1.5e-04	14.4	1.0	3.85
CYTOR	5.0e-14	49.9	3.5	3.85
PCK2	5.1e-06	43.1	618.7	-3.84
DDC	3.4e-07	2.6	37.6	-3.84
HTRA3	1.0e-04	40.4	2.8	3.83
ABR	7.6e-14	55.0	3.9	3.83
SIPA1L3	1.3e-13	32.1	2.3	3.83
SPC24	1.2e-07	14.3	1.0	3.83
BDH1	9.6e-07	10.0	142.4	-3.83
OSBPL3	8.7e-08	14.3	1.0	3.83
BICDL1	6.4e-10	20.9	1.5	3.83
FAM3B	2.9e-04	27.6	2.0	3.82
TK1	6.6e-10	69.8	5.0	3.82
TGFB2	6.3e-06	14.1	1.0	3.82
ANGPTL6	1.4e-11	1.0	14.2	-3.82
RARG	8.4e-11	35.4	2.5	3.81
APOBEC3C	4.8e-10	50.9	3.6	3.81
LINC00511	4.2e-08	14.0	1.0	3.81
CES3	2.0e-06	2.5	35.0	-3.81
PACS1	3.6e-15	94.3	6.7	3.81
KCNJ16	7.9e-04	14.3	1.0	3.81
ENPP5	6.4e-10	13.9	1.0	3.80
TMEM54	4.0e-05	103.5	7.4	3.80
PTGES	2.8e-05	13.8	1.0	3.79
CDHR5	9.1e-07	10.6	146.5	-3.79
FERMT1	1.5e-06	13.8	1.0	3.79
MAP2	2.5e-06	15.0	1.1	3.79
LDHD	1.3e-10	11.9	164.1	-3.79
PDE4A	9.6e-12	25.0	1.8	3.79
CNKSR1	1.4e-09	22.8	1.7	3.78
DSG2	1.6e-10	117.1	8.5	3.78
TMC6	8.3e-10	41.9	3.0	3.78
NT5DC2	3.5e-10	42.8	3.1	3.77
SORD	1.0e-05	8.8	120.2	-3.77
SLC35F2	3.3e-07	13.6	1.0	3.77
C3orf52	2.7e-07	13.6	1.0	3.77
OVOL2	1.9e-08	13.6	1.0	3.76
FYB2	1.0e-06	1.0	13.5	-3.76
CAPN6	1.5e-04	13.6	1.0	3.76
PHYHD1	8.2e-07	2.2	30.1	-3.75
TES	1.2e-15	84.8	6.3	3.75
PLXNA3	2.2e-12	15.6	1.2	3.75
FGFR1	9.1e-07	46.2	3.5	3.74
SLC7A2	2.8e-06	8.0	106.4	-3.74
COL1A2	6.7e-07	421.5	31.6	3.74
PPP1R14C	1.2e-04	13.4	1.0	3.74
PTGFR	3.6e-06	13.3	1.0	3.74
NCS1	3.0e-09	14.5	1.1	3.73
TPM4	8.6e-10	548.3	41.2	3.73
DEPDC1B	3.6e-04	13.3	1.0	3.73
TMEM163	5.0e-04	13.3	1.0	3.73
AKR1B10	3.8e-04	90.4	6.8	3.73
PRKX	2.8e-12	16.2	1.2	3.73
APOM	3.2e-05	50.4	667.7	-3.73
DNM1	1.7e-06	26.2	2.0	3.73
CUEDC1	8.9e-15	52.3	3.9	3.73
F11	2.4e-05	4.9	64.4	-3.72
ABCC2	9.4e-04	4.6	61.2	-3.72
CYS1	1.5e-04	30.7	2.3	3.72
LXN	4.7e-07	32.5	2.5	3.72
GCNT4	2.2e-07	13.1	1.0	3.71
GADD45G	2.2e-05	20.0	263.0	-3.71
CMTM3	5.8e-09	63.7	4.9	3.71
ELMO3	2.5e-11	81.1	6.2	3.71
PAPLN	4.9e-06	13.1	1.0	3.71
B3GALT4	5.8e-13	18.7	1.4	3.71
ALDH6A1	1.4e-08	12.2	159.9	-3.71
PAQR4	2.8e-09	13.1	1.0	3.71
TROAP	1.2e-06	13.0	1.0	3.70
SLC25A36	5.9e-11	20.2	1.6	3.70
LINC02037	3.1e-05	1.0	13.0	-3.70
SLC1A5	7.5e-07	92.8	7.1	3.70
TRIP10	1.2e-14	91.9	7.1	3.70
MFGE8	1.1e-09	94.8	7.3	3.70
GFRA1	1.1e-06	1.0	13.0	-3.70
EZH2	1.7e-11	14.4	1.1	3.70
MFAP2	2.0e-04	13.0	1.0	3.70
AFAP1	6.5e-10	12.9	1.0	3.69
MUC20	6.4e-05	37.7	2.9	3.69
PLVAP	8.0e-11	108.8	8.4	3.69
CNGA1	1.6e-04	1.3	16.9	-3.69
PAX8-AS1	2.4e-05	66.4	5.1	3.69
NCAPD2	1.2e-12	38.2	3.0	3.68
HUNK	5.3e-07	12.9	1.0	3.68
AKR7A3	4.9e-05	16.3	208.3	-3.68
B3GNT7	4.6e-05	17.4	1.4	3.68
COL16A1	2.9e-07	25.0	1.9	3.68
VANGL2	4.5e-05	12.8	1.0	3.68
UCK2	2.0e-10	17.0	1.3	3.68
TOR4A	2.0e-11	26.7	2.1	3.68
NEK2	2.0e-07	12.8	1.0	3.68
ARNT2	9.6e-07	12.7	1.0	3.67
NRAV	2.9e-12	30.3	2.4	3.67
CTXN1	2.8e-05	12.7	1.0	3.67
LINC01291	3.3e-05	12.7	1.0	3.67
GPC4	4.5e-06	15.4	1.2	3.67
TMC5	6.2e-04	12.8	1.0	3.67
C11orf80	1.3e-09	19.1	1.5	3.67
KCNN2	5.1e-04	1.0	12.8	-3.67
GLIS3	8.4e-10	22.0	1.7	3.67
FAM171A1	2.8e-07	107.9	8.5	3.67
NCK2	4.2e-13	112.7	8.9	3.67
TUBA1A	3.6e-09	145.0	11.5	3.66
FJX1	3.5e-08	16.9	1.3	3.66
A4GALT	3.1e-07	28.3	2.2	3.66
PLXNA1	6.8e-11	17.3	1.4	3.66
MOB3B	1.2e-08	12.6	1.0	3.65
ARMC9	4.6e-13	12.6	1.0	3.65
CKB	3.1e-06	115.6	9.2	3.65
SH3YL1	1.2e-09	118.2	9.4	3.65
ZNF83	2.0e-11	52.2	4.2	3.65
ARL4C	9.4e-06	98.1	7.8	3.65
PRR36	6.9e-06	12.5	1.0	3.64
ESR1	1.3e-04	1.0	12.4	-3.64
GC	1.4e-08	381.8	4767.7	-3.64
RAVER2	3.2e-09	17.3	1.4	3.64
CYP4F12	2.0e-04	4.1	50.1	-3.63
SLC39A10	3.8e-11	16.6	1.3	3.63
COLEC10	1.2e-04	1.4	17.2	-3.63
GAS5	9.8e-11	829.3	67.3	3.62
ISYNA1	1.8e-05	105.0	8.6	3.62
TRIM47	2.2e-11	94.8	7.7	3.62
SCD5	4.6e-04	41.9	3.4	3.62
CYP27A1	1.9e-10	65.0	800.0	-3.62
RBMS2	9.9e-12	16.8	1.4	3.61
PLLP	1.1e-10	124.6	10.2	3.61
RPL39L	4.6e-11	34.2	2.8	3.61
GREM2	1.7e-06	1.0	12.2	-3.61
PBLD	2.0e-07	21.2	256.3	-3.60
TBC1D16	4.4e-11	22.8	1.9	3.60
IL18	6.4e-05	111.0	9.2	3.60
ENO2	5.8e-06	19.8	1.6	3.60
GPRC5B	5.5e-09	38.0	3.1	3.59
SERPINF1	3.4e-06	120.4	1450.9	-3.59
LGALS9	4.2e-10	166.9	13.9	3.59
PYCARD	6.8e-09	102.1	8.6	3.58
SPATC1L	1.2e-09	12.0	1.0	3.58
NPAS2	3.5e-06	37.8	3.1	3.58
PHLDA2	1.3e-06	51.0	4.3	3.58
ARHGAP27	9.6e-13	34.8	2.9	3.58
FSTL3	6.9e-07	104.4	8.8	3.58
POU5F1	1.1e-06	12.0	1.0	3.58
HK1	1.2e-08	53.1	4.5	3.57
CXCL6	4.4e-05	92.4	7.8	3.57
CPB2	2.8e-10	76.7	909.7	-3.57
CHEK1	4.9e-12	11.9	1.0	3.57
SPATS2	1.6e-14	35.2	3.0	3.57
BHLHE41	1.8e-06	12.8	1.1	3.57
ARID3C	5.1e-05	1.0	11.9	-3.57
RGN	1.6e-06	19.0	225.3	-3.57
SELENOM	1.6e-08	235.7	20.1	3.56
SH3PXD2B	1.2e-09	24.1	2.0	3.56
VSNL1	2.9e-04	1.0	11.8	-3.56
DCXR-DT	3.6e-04	1.0	11.7	-3.55
SMARCD3	1.3e-08	21.9	1.9	3.55
SINHCAF	1.3e-10	38.1	3.3	3.54
CDC45	2.5e-09	11.6	1.0	3.54
KIF2C	5.5e-08	11.6	1.0	3.54
ATP1B3	5.0e-08	102.3	8.8	3.54
LINC01831	1.2e-04	1.0	11.5	-3.53
PTPN14	2.8e-07	11.5	1.0	3.53
OSBPL5	2.8e-10	18.4	1.6	3.53
LARP6	4.5e-09	17.3	1.5	3.53
GPSM1	2.1e-12	21.9	1.9	3.53
SDCBP2	2.9e-07	76.1	6.6	3.53
MICAL1	2.3e-05	31.3	2.7	3.53
PCNX2	1.2e-05	11.6	1.0	3.53
CENPU	6.1e-12	11.6	1.0	3.53
PRTFDC1	3.6e-09	11.6	1.0	3.53
IKBKE	4.5e-09	11.4	1.0	3.52
UNC119B	2.6e-10	15.5	1.4	3.52
ACSS1	1.8e-05	38.8	3.4	3.52
OLFML2B	3.1e-08	11.4	1.0	3.52
PHLDB1	4.9e-09	28.7	2.5	3.51
PPP2R2C	1.4e-04	11.4	1.0	3.51
TPX2	2.2e-08	24.0	2.1	3.51
MCM3	2.0e-14	119.5	10.5	3.51
GLIS2	1.2e-09	23.2	2.0	3.51
TAFA5	1.0e-05	11.3	1.0	3.50
RAP1GAP2	1.8e-08	11.3	1.0	3.50
LBH	2.3e-09	78.5	6.9	3.50
LMNB2	1.9e-11	39.9	3.5	3.50
LCAT	8.7e-10	22.9	259.2	-3.50
PAH	8.3e-06	49.3	558.4	-3.50
AACS	2.0e-13	42.8	3.8	3.49
CCDC112	2.4e-16	11.2	1.0	3.49
FOXJ1	1.1e-04	11.2	1.0	3.49
THBS2	8.4e-06	26.3	2.4	3.48
FAM189B	6.9e-11	43.0	3.9	3.48
DPP10-AS1	1.6e-04	11.1	1.0	3.48
AADAC	1.6e-08	32.4	361.6	-3.48
ST6GALNAC4	6.1e-10	26.1	2.3	3.48
SLC51A	1.8e-05	4.5	50.4	-3.48
ARRDC2	6.8e-09	227.4	20.4	3.48
DPCD	3.5e-11	55.0	4.9	3.48
TRIM45	6.7e-07	11.1	1.0	3.47
IQGAP3	3.3e-06	11.1	1.0	3.47
MIR4653	7.4e-08	11.1	1.0	3.47
FAR1	9.6e-12	20.2	1.8	3.47
GLB1L2	8.1e-10	11.1	1.0	3.47
IQGAP1	1.8e-11	80.8	7.3	3.47
PYGB	2.1e-08	142.0	12.8	3.47
VIM	5.9e-04	494.6	44.6	3.47
ANKRD29	4.7e-07	13.2	1.2	3.46
IFT52	2.9e-16	47.8	4.3	3.46
COL8A1	1.8e-05	11.0	1.0	3.46
CD58	2.2e-09	62.9	5.7	3.46
CHST10	5.7e-10	11.0	1.0	3.46
CAPS	3.9e-06	76.7	7.0	3.46
VWA7	2.5e-08	12.7	1.2	3.46
PCGF2	1.3e-15	37.5	3.4	3.46
LOC100506098	3.5e-08	11.0	1.0	3.46
PLEKHG2	1.5e-10	19.9	1.8	3.45
LTBP2	6.0e-06	24.5	2.2	3.45
RAB38	4.1e-08	10.9	1.0	3.45
NAT14	7.3e-09	34.3	3.2	3.44
C15orf39	6.2e-08	26.1	2.4	3.44
PNMA1	7.5e-11	36.8	3.4	3.44
DLG5	9.2e-11	11.9	1.1	3.44
ABHD6	1.9e-06	4.0	43.0	-3.44
CYBA	7.1e-08	720.9	66.5	3.44
MLLT3	4.3e-09	10.8	1.0	3.43
IER3	8.7e-06	69.8	6.5	3.43
ENPP7	1.7e-04	1.0	10.8	-3.43
KIF3C	6.4e-05	10.8	1.0	3.43
KRTCAP2	9.9e-09	26.7	2.5	3.43
COL5A1	1.1e-07	55.7	5.2	3.43
E2F5	2.1e-11	13.7	1.3	3.43
NDE1	1.2e-13	13.5	1.3	3.42
CENPF	2.0e-07	10.7	1.0	3.42
G6PD	3.2e-05	46.2	4.3	3.42
RASAL2	1.9e-08	19.7	1.8	3.42
KLC2	1.1e-16	29.6	2.8	3.42
TTLL1	5.6e-15	10.7	1.0	3.42
GPT	4.6e-05	13.5	144.6	-3.42
DENND6B	2.0e-10	10.7	1.0	3.42
PDE7A	8.6e-05	13.2	1.2	3.41
BIK	4.1e-05	10.6	1.0	3.41
QSOX1	2.5e-05	179.4	16.8	3.41
ANKRD52	2.9e-13	18.8	1.8	3.41
BLVRA	1.5e-11	79.1	7.5	3.40
ENPP1	2.0e-10	2.3	24.4	-3.40
KIF20A	3.9e-09	10.5	1.0	3.40
BCL9L	9.4e-09	29.6	2.8	3.40
STMN1	2.1e-08	112.0	10.6	3.40
KLHL29	1.4e-09	12.2	1.2	3.40
PIWIL4	1.2e-05	10.5	1.0	3.40
FCHSD1	2.5e-09	11.0	1.0	3.40
ARL2	4.0e-11	81.0	7.7	3.40
CFH	1.5e-07	77.0	809.1	-3.39
CD302	8.8e-05	1.0	10.6	-3.39
FUT4	1.7e-10	10.5	1.0	3.39
MXD3	9.3e-11	18.4	1.8	3.39
FAM241B	1.6e-13	29.4	2.8	3.38
ZNF213	8.5e-15	17.2	1.6	3.38
GOLGA7B	1.3e-07	10.4	1.0	3.38
MCM6	2.7e-16	31.0	3.0	3.38
SRC	2.7e-15	62.1	5.9	3.38
YEATS2	2.4e-16	18.8	1.8	3.38
MKI67	4.1e-09	10.4	1.0	3.38
PIP4P2	2.4e-10	14.1	1.4	3.37
SLC52A2	9.9e-13	70.0	6.8	3.37
SLC9A1	1.1e-08	22.0	2.1	3.37
CEP55	2.6e-06	10.4	1.0	3.37
SEC14L6	1.9e-06	10.3	1.0	3.37
TMEM164	5.6e-11	16.6	1.6	3.37
HELLS	1.5e-10	10.4	1.0	3.37
RUSC1	3.9e-11	51.5	5.0	3.37
CD44	1.7e-04	61.0	5.9	3.37
ANTXR1	1.7e-06	54.6	5.3	3.36
EVC	1.2e-07	26.8	2.6	3.36
RAI1	1.5e-11	20.7	2.0	3.36
IFT140	6.1e-13	19.4	1.9	3.36
DRAM1	5.5e-08	33.8	3.3	3.36
ACADL	4.4e-05	2.4	24.5	-3.35
OSBPL7	9.2e-08	10.2	1.0	3.35
GATM	4.3e-07	154.0	1568.2	-3.35
ZNF385B	2.1e-04	1.0	10.2	-3.35
ANLN	1.9e-07	10.2	1.0	3.35
MITF	8.4e-07	13.1	1.3	3.35
FBXL19	1.7e-17	17.4	1.7	3.35
MLF1	4.8e-08	10.3	1.0	3.35
TUSC3	4.5e-09	41.3	4.0	3.35
KCNS3	1.1e-06	21.8	2.1	3.35
PWWP2B	1.1e-13	41.6	4.1	3.34
PIGS	3.0e-13	69.2	6.8	3.34
SLC39A6	5.5e-09	99.0	9.8	3.34
PDE5A	3.4e-08	12.8	1.3	3.34
SEMA3C	9.0e-04	10.1	1.0	3.34
JADE2	9.5e-13	22.6	2.2	3.34
CDCA8	4.4e-08	10.1	1.0	3.34
ITIH2	4.3e-08	160.4	1628.8	-3.34
MYO5C	4.8e-12	18.7	1.8	3.34
CD248	4.8e-10	30.9	3.1	3.34
CEP89	2.0e-14	17.8	1.8	3.34
ANXA4	2.4e-10	871.5	86.3	3.34
TUBB6	2.5e-07	110.4	11.0	3.33
ADAM28	1.6e-05	10.0	1.0	3.33
NUAK2	1.5e-05	35.0	3.5	3.33
FLVCR1	9.0e-09	10.1	1.0	3.33
TESMIN	3.3e-04	10.0	1.0	3.33
SEC14L2	3.1e-05	9.4	95.2	-3.33
RTN4RL1	1.9e-07	16.0	1.6	3.33
NPTXR	4.5e-08	10.1	1.0	3.33
DBNDD1	6.3e-09	65.3	6.5	3.33
ZNF618	2.7e-09	12.8	1.3	3.33
NME5	1.2e-07	10.0	1.0	3.33
CCDC102A	1.8e-11	16.6	1.7	3.33
OSBP2	8.9e-13	10.0	1.0	3.33
RAB3D	3.5e-12	10.0	1.0	3.32
AGMAT	1.2e-06	7.4	73.5	-3.32
SLC37A1	8.1e-14	25.0	2.5	3.32
GLYCTK	1.4e-06	10.1	100.7	-3.32
DTL	8.0e-10	10.0	1.0	3.32
AP3M2	3.3e-08	18.7	1.9	3.32
GJB3	4.6e-05	16.9	1.7	3.31
CCND2	2.0e-04	9.9	1.0	3.31
TMEM220	1.3e-06	6.9	68.9	-3.31
MPPED1	7.1e-04	1.0	9.9	-3.31
SPACA6	5.4e-10	9.9	1.0	3.31
AGTR1	3.0e-06	5.9	58.5	-3.31
GRAMD1A	6.5e-09	98.6	10.0	3.31
KNDC1	1.2e-05	9.9	1.0	3.31
ABCG2	2.3e-05	1.8	18.2	-3.31
KCNJ11	1.0e-07	9.9	1.0	3.31
SLCO3A1	2.9e-07	32.0	3.3	3.30
ABLIM2	1.2e-05	9.9	1.0	3.30
LAMB1	1.7e-10	127.1	12.9	3.30
SLC27A2	6.4e-05	20.6	203.1	-3.30
AGRN	1.5e-08	180.9	18.3	3.30
RECQL4	5.3e-09	10.7	1.1	3.30
MAP3K21	5.5e-07	20.0	2.0	3.30
ADM2	2.9e-08	10.5	1.1	3.30
ELF3	6.5e-09	170.6	17.4	3.30
MEAK7	6.0e-16	10.3	1.1	3.29
PCYOX1L	8.7e-09	9.8	1.0	3.29
FGD6	6.3e-08	17.2	1.8	3.29
DUSP4	1.2e-06	9.8	1.0	3.29
TYMS	2.4e-10	10.0	1.0	3.29
KIF12	1.6e-06	190.4	19.5	3.29
TANC2	7.6e-11	9.8	1.0	3.29
YJEFN3	3.9e-07	16.1	1.6	3.29
PRR7	1.5e-09	10.3	1.1	3.28
ASAP1	1.8e-09	30.2	3.1	3.28
THPO	1.7e-06	1.7	16.3	-3.28
FXYD5	4.7e-07	271.0	27.9	3.28
CHMP4C	7.3e-11	41.5	4.3	3.28
NEK11	1.1e-12	9.7	1.0	3.28
TMEM44	1.6e-10	21.5	2.2	3.28
C11orf49	1.4e-14	49.6	5.2	3.27
ETNK2	4.0e-05	9.6	92.2	-3.27
LIMK2	7.4e-09	42.2	4.4	3.27
PITX1	1.2e-04	9.6	1.0	3.27
HDGFL3	1.6e-09	9.7	1.0	3.27
ENDOD1	4.7e-06	39.9	4.1	3.27
C9orf116	7.3e-06	19.0	2.0	3.27
COLCA2	3.1e-08	9.6	1.0	3.27
IDUA	2.0e-11	41.6	4.3	3.27
ARMCX1	4.3e-08	19.0	2.0	3.26
CDA	1.6e-05	8.7	83.8	-3.26
COL6A3	3.5e-06	63.8	6.7	3.26
MYL9	8.6e-08	179.7	18.8	3.26
MAML2	1.7e-10	9.6	1.0	3.26
IMPDH1	3.1e-09	31.7	3.3	3.26
MARCKSL1	2.8e-08	281.9	29.5	3.26
AURKA	5.8e-09	14.2	1.5	3.26
SYK	1.9e-06	18.2	1.9	3.26
ZNF468	5.2e-12	9.7	1.0	3.26
VIL1	3.0e-05	55.4	5.8	3.25
LLGL1	5.2e-12	15.0	1.6	3.25
PTPN13	6.5e-07	9.5	1.0	3.25
TAP1	3.3e-08	96.0	10.1	3.25
LCN2	3.6e-04	71.1	7.5	3.25
PLXNB3	3.7e-04	9.5	1.0	3.25
SMAGP	2.4e-11	41.6	4.4	3.25
TC2N	2.4e-08	19.4	2.0	3.25
FANCI	6.7e-11	9.5	1.0	3.25
CASTOR3	1.2e-12	9.5	1.0	3.25
CYB561	1.4e-15	96.5	10.1	3.25
TACSTD2	2.6e-04	74.5	7.8	3.25
SCNN1A	3.0e-04	28.6	3.0	3.24
CARMIL1	2.2e-12	18.0	1.9	3.24
CENPH	7.9e-12	12.6	1.3	3.24
NIPA1	1.6e-10	28.8	3.1	3.24
C1orf198	6.6e-10	81.3	8.6	3.24
RHNO1	1.6e-14	36.7	3.9	3.24
DSTYK	4.9e-08	11.5	1.2	3.24
CHST3	4.0e-05	9.5	1.0	3.24
ANKRD13D	4.8e-11	54.3	5.7	3.24
ARHGEF2	5.9e-07	37.5	4.0	3.24
GINS2	1.6e-10	10.3	1.1	3.23
ALDOA	3.5e-07	9.5	1.0	3.23
SLC39A5	5.3e-10	20.3	190.5	-3.23
RTN2	4.9e-09	14.2	1.5	3.23
HAPLN3	1.8e-05	9.4	1.0	3.23
MOGAT3	3.7e-04	1.0	9.4	-3.23
RALGPS1	8.3e-09	9.4	1.0	3.23
JRK	2.0e-10	11.7	1.2	3.23
FZD6	3.5e-10	23.8	2.6	3.22
SEPTIN8	1.7e-10	53.5	5.7	3.22
TNFRSF4	4.2e-04	9.3	1.0	3.22
TYRO3	3.2e-05	9.3	1.0	3.22
LINC00857	1.9e-09	12.6	1.4	3.22
MARVELD1	1.3e-07	27.4	2.9	3.22
ITGAM	2.3e-08	12.6	1.4	3.22
LAMC1	3.5e-08	118.5	12.7	3.22
CD14	2.0e-05	82.9	773.6	-3.22
GLS	4.0e-11	51.1	5.5	3.22
WWC1	1.6e-07	47.1	5.0	3.22
KNTC1	7.8e-12	9.3	1.0	3.22
NUDT1	1.1e-13	47.8	5.2	3.21
PKN1	3.3e-14	222.0	23.9	3.21
KCNMB3	1.4e-11	9.5	1.0	3.21
SNHG1	4.6e-13	91.0	9.8	3.21
FAM110A	2.0e-08	18.4	2.0	3.21
PDP1	4.0e-06	20.4	2.2	3.21
AADAT	2.4e-06	4.3	39.5	-3.21
FNBP1L	7.6e-11	62.3	6.7	3.21
CAPN2	1.5e-12	285.8	30.9	3.21
