Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
MYBL2	6.2e-14	108.5	33.7	1.69
GTF3A	1.7e-16	345.8	107.2	1.69
ESPL1	4.1e-06	10.7	3.3	1.69
DIAPH3	1.2e-09	12.7	3.9	1.69
BOP1	2.8e-12	109.8	34.1	1.69
SIAE	3.0e-04	29.3	94.5	-1.69
DHPS	3.7e-12	4.2	1.3	1.69
DDIAS	2.2e-17	7.2	2.2	1.68
ERCC6L	1.9e-10	5.9	1.8	1.68
HELZ2	1.6e-13	28.3	8.8	1.68
MRGBP	q<=1.5e-18	41.6	13.0	1.68
CBX4	7.7e-16	41.8	13.0	1.68
KCNN4	1.7e-07	122.2	38.1	1.68
E2F7	5.6e-17	3.4	1.1	1.68
LOC100505501	8.0e-04	1.0	3.2	-1.68
LINC00460	1.2e-04	3.2	1.0	1.68
UTP14A	q<=1.5e-18	56.9	17.7	1.68
SERPINF2	4.4e-09	6.3	2.0	1.67
RFC3	q<=1.5e-18	57.5	18.1	1.67
HIGD1A	9.3e-04	43.7	139.3	-1.67
KCNH8	1.3e-14	3.2	1.0	1.67
PLAGL2	q<=1.5e-18	56.2	17.7	1.67
SNHG15	q<=1.5e-18	87.6	27.6	1.66
PACC1	q<=1.5e-18	12.4	3.9	1.66
BFSP1	3.4e-10	3.9	1.2	1.66
NELFCD	q<=1.5e-18	198.5	62.6	1.66
DUSP15	4.1e-08	3.8	1.2	1.65
NUP62CL	4.4e-18	8.2	2.6	1.65
PMAIP1	7.2e-13	14.1	4.5	1.65
ZBTB12	6.8e-14	12.4	3.9	1.65
GTSE1	8.7e-08	17.7	5.7	1.65
MMP12	5.0e-06	46.6	14.8	1.65
ZC3HAV1L	4.8e-14	8.9	2.9	1.65
NAT2	1.1e-04	8.0	25.1	-1.65
TTC26	q<=1.5e-18	7.3	2.3	1.65
PODXL2	6.9e-12	58.2	18.5	1.65
TEDC2	2.9e-08	11.4	3.7	1.65
SNORD46	6.8e-09	4.3	1.4	1.64
NDRG2	3.3e-06	68.6	213.9	-1.64
CST2	2.5e-04	3.1	1.0	1.64
DDIT4	7.3e-07	42.3	13.6	1.64
ANOS1	1.8e-08	3.1	1.0	1.64
AHCY	7.1e-14	383.2	123.2	1.64
DSCC1	q<=1.5e-18	18.9	6.1	1.64
DPP10	7.8e-04	1.0	3.1	-1.64
CELSR1	1.4e-12	9.4	3.0	1.64
SLC25A23	1.9e-04	49.9	156.1	-1.64
SAMD10	q<=1.5e-18	18.6	6.0	1.63
FGFR4	1.6e-11	95.5	30.9	1.63
TFAP4	1.3e-10	38.6	12.4	1.63
ALDH4A1	1.1e-14	34.2	11.1	1.63
OVGP1	3.2e-16	7.4	2.4	1.63
EME1	1.7e-16	3.3	1.1	1.63
MIR4635	3.2e-08	3.3	1.1	1.63
KAT2A	q<=1.5e-18	64.7	20.9	1.63
CHAC1	9.2e-10	11.6	3.7	1.63
TTYH3	9.7e-17	98.1	31.7	1.63
EPHX2	1.3e-04	27.1	83.8	-1.63
NDNF	5.9e-04	4.6	14.2	-1.63
RPL10L	3.9e-04	1.0	3.1	-1.62
SNORD20	2.6e-05	3.1	1.0	1.62
TIMP1	9.7e-17	818.2	266.9	1.62
LHFPL5	4.5e-09	3.1	1.0	1.62
ADGRG1	7.4e-12	171.9	55.8	1.62
NQO1	6.4e-13	205.7	67.1	1.62
ADM2	7.3e-08	6.6	2.1	1.62
MELTF-AS1	2.8e-10	3.3	1.1	1.62
HGD	3.4e-04	10.3	31.7	-1.62
PDRG1	2.9e-13	51.4	16.8	1.61
PFDN4	2.3e-08	80.4	26.3	1.61
DLEU2	7.4e-09	5.4	1.8	1.61
ETV7	1.5e-16	18.9	6.2	1.61
TICRR	5.9e-10	4.8	1.6	1.61
C2orf15	4.5e-16	7.1	2.3	1.61
UGP2	5.7e-04	127.1	387.6	-1.61
METTL1	3.2e-06	34.2	11.2	1.61
FAM222A-AS1	2.3e-14	3.0	1.0	1.61
CDKN2A	5.6e-08	7.0	2.3	1.61
RMDN2	1.9e-04	7.8	23.7	-1.61
ACTL10	6.2e-08	7.3	2.4	1.61
ADAT2	1.8e-18	6.2	2.1	1.60
IRAK2	1.0e-06	10.8	3.6	1.60
OLR1	2.3e-07	3.0	1.0	1.60
APCDD1	1.7e-05	51.5	17.0	1.60
TFR2	1.4e-13	3.0	1.0	1.60
GDF15	1.7e-09	207.3	68.2	1.60
NR0B2	1.7e-09	5.3	1.8	1.60
RRP12	7.6e-05	38.5	12.7	1.60
LRRC36	5.1e-08	3.0	1.0	1.60
ARNTL2	1.0e-10	7.0	2.3	1.60
DUOX2	3.1e-04	35.0	11.6	1.60
REEP6	1.2e-08	33.1	11.0	1.60
PPAT	q<=1.5e-18	19.2	6.4	1.59
WDR4	1.7e-07	26.1	8.7	1.59
SNORD19	3.3e-08	3.0	1.0	1.59
CEP55	2.2e-07	43.5	14.4	1.59
DDX27	q<=1.5e-18	113.7	37.8	1.59
MHENCR	4.0e-12	17.6	5.8	1.59
C2orf27A	1.0e-05	6.0	2.0	1.59
PKMYT1	6.2e-08	30.8	10.2	1.59
NUF2	1.8e-11	26.3	8.7	1.59
EXO1	9.6e-11	10.6	3.5	1.58
ZDHHC9	2.3e-17	102.7	34.3	1.58
NOD2	7.8e-12	3.1	1.0	1.58
CDCA3	9.9e-09	46.9	15.7	1.58
LINC01978	2.7e-10	3.0	1.0	1.58
SNORD100	9.1e-07	8.7	2.9	1.58
GRAMD1A	2.3e-17	78.9	26.4	1.58
LMTK3	5.1e-17	3.0	1.0	1.58
KRTCAP2	4.0e-06	12.8	4.3	1.58
TBC1D30	8.5e-07	5.3	1.8	1.57
LINC02585	8.5e-18	3.0	1.0	1.57
HGH1	5.7e-12	49.1	16.5	1.57
MIER3	3.3e-04	16.6	49.3	-1.57
ETFDH	8.0e-05	15.3	45.4	-1.57
MMP10	7.6e-04	3.0	1.0	1.57
CDKL1	2.3e-04	1.0	3.0	-1.57
TONSL	6.9e-09	19.9	6.7	1.57
CCDC170	1.6e-06	3.1	1.0	1.57
PALD1	1.4e-08	26.5	8.9	1.57
CKAP2L	2.1e-10	8.8	3.0	1.57
JPH1	8.2e-08	19.9	6.7	1.57
CSE1L	q<=1.5e-18	165.2	55.9	1.56
LENG8-AS1	6.6e-10	7.9	2.7	1.56
RRP9	1.9e-06	74.9	25.5	1.56
CCDC78	8.7e-10	2.9	1.0	1.56
LINC00114	1.8e-07	3.1	1.1	1.56
MEST	q<=1.5e-18	73.2	24.8	1.56
SNORA73B	9.6e-07	7.8	2.6	1.56
CCNF	1.2e-06	15.4	5.2	1.56
EEF1AKMT4	2.5e-06	16.8	5.7	1.56
SLC5A1	1.1e-05	55.7	18.9	1.56
FUCA1	7.2e-06	93.5	275.1	-1.56
NEK2	1.2e-08	41.6	14.2	1.55
POLQ	2.1e-08	3.8	1.3	1.55
TMEM97	6.2e-05	66.7	22.7	1.55
WNT5A	7.5e-11	13.0	4.4	1.55
RCN1	q<=1.5e-18	77.2	26.3	1.55
ZNF239	2.9e-08	8.1	2.8	1.55
BRICD5	7.2e-07	5.4	1.8	1.55
RAE1	q<=1.5e-18	76.6	26.3	1.54
C4orf19	3.6e-04	11.0	32.1	-1.54
CEACAM6	1.5e-08	1472.3	505.9	1.54
C4BPB	2.5e-07	11.1	3.8	1.54
CFB	1.7e-07	3.0	1.0	1.54
CACNA1D	2.1e-16	5.3	1.8	1.54
CCDC86	4.5e-07	34.4	11.8	1.54
TAF1A	1.7e-10	9.3	3.2	1.54
THEM6	4.1e-11	68.1	23.4	1.54
IMPDH1	3.0e-14	99.0	34.0	1.54
RHBDF2	2.2e-14	29.8	10.2	1.54
SPNS2	1.0e-04	32.4	11.2	1.53
SEC14L2	4.3e-06	3.6	1.2	1.53
TMEM63A	2.9e-17	135.6	46.9	1.53
POP1	4.8e-12	8.5	3.0	1.53
EPHA1	4.9e-09	26.4	9.1	1.53
DENND2A	6.6e-05	5.4	15.7	-1.53
RPP21	1.4e-05	3.1	1.1	1.53
CENPE	1.2e-05	5.7	2.0	1.53
CTC-338M12.4	3.3e-17	4.0	1.4	1.53
CCL24	5.8e-06	45.6	15.8	1.53
FCGR3A	7.0e-06	22.3	7.7	1.53
WDR27	1.8e-07	10.1	3.5	1.53
ZNF692	6.2e-15	27.0	9.4	1.53
GOLGA8B	3.4e-04	2.9	1.0	1.53
ITGBL1	3.6e-06	3.4	1.2	1.53
URB2	2.9e-06	12.4	4.3	1.53
COL12A1	2.5e-05	54.3	18.9	1.52
CDC6	1.0e-03	20.4	7.1	1.52
ADAMTS14	4.5e-05	3.9	1.4	1.52
VSIR	1.1e-04	15.1	43.2	-1.52
PAICS	1.9e-11	88.6	30.9	1.52
RRS1	1.0e-07	55.9	19.5	1.52
ACVRL1	2.1e-04	36.4	104.0	-1.52
RILP	5.6e-05	11.6	33.0	-1.51
LINC01234	2.3e-07	2.9	1.0	1.51
UHRF1	9.6e-10	13.7	4.8	1.51
FGF18	5.0e-07	2.9	1.0	1.51
PSPH	1.0e-10	33.3	11.7	1.51
GINS1	1.6e-15	25.1	8.8	1.51
CD14	5.7e-05	52.7	149.8	-1.51
C19orf48	q<=1.5e-18	125.5	44.0	1.51
RPS6KL1	6.7e-17	6.4	2.3	1.51
TOP2A	3.2e-10	85.3	29.9	1.51
DSN1	q<=1.5e-18	47.1	16.5	1.51
IGFBP2	1.3e-04	268.7	94.3	1.51
SNORD69	1.2e-08	3.0	1.1	1.50
CMBL	6.3e-05	37.6	106.5	-1.50
FKBP10	1.4e-10	103.3	36.6	1.50
MIR5587	4.0e-10	6.4	2.3	1.50
SNORD101	1.2e-12	7.3	2.6	1.50
PLEKHN1	1.8e-13	2.8	1.0	1.50
WDR77	7.3e-11	43.4	15.4	1.50
CHTF18	6.6e-09	21.3	7.5	1.50
RNF32	3.8e-17	3.9	1.4	1.50
GRINA	q<=1.5e-18	291.9	104.1	1.49
RUNX1	9.1e-18	453.8	162.0	1.49
NEDD4L	5.4e-04	16.1	45.4	-1.49
PUS1	1.1e-06	27.6	9.8	1.49
LTB4R	1.1e-08	3.7	1.3	1.49
E2F1	3.7e-13	30.9	11.0	1.49
CMTM7	3.8e-11	29.9	10.6	1.49
PROSER1	1.4e-16	68.3	24.3	1.49
COL5A2	3.7e-07	61.7	22.0	1.49
KIFC2	1.2e-08	11.2	4.0	1.49
ANXA3	3.1e-16	177.8	63.2	1.49
CYTOR	2.1e-05	20.6	7.3	1.49
NUFIP1	q<=1.5e-18	14.1	5.0	1.49
SLC19A1	1.5e-06	18.5	6.6	1.49
SPIN3	7.7e-12	13.2	4.7	1.49
VPS35L	2.1e-04	16.1	45.2	-1.49
PGF	4.7e-08	11.5	4.1	1.49
PAM16	3.8e-13	13.7	4.9	1.49
ANGPT2	2.2e-14	4.4	1.6	1.48
KIF2C	1.0e-06	30.5	10.9	1.48
FCHO1	3.8e-08	12.0	4.3	1.48
LCN12	8.2e-09	11.4	4.1	1.48
BMP4	4.5e-09	86.9	31.1	1.48
ANO9	1.6e-06	97.6	34.9	1.48
SNHG20	1.2e-14	6.0	2.2	1.48
FAM24B	1.2e-11	4.7	1.7	1.48
ADAMTSL5	5.2e-10	5.6	2.0	1.48
FOXS1	4.8e-09	3.4	1.2	1.48
FLVCR1	1.7e-08	13.0	4.6	1.48
PYCR3	1.4e-09	19.4	6.9	1.48
DTNB	5.9e-18	11.5	4.1	1.48
TESK2	6.1e-06	5.5	15.4	-1.48
SNHG11	q<=1.5e-18	35.2	12.7	1.48
IL20RA	9.5e-16	22.9	8.3	1.47
ARHGAP27P1-BPTFP1-KPNA2P3	7.9e-08	15.1	5.4	1.47
SPATA33	5.0e-16	18.8	6.8	1.47
SOCS2	4.4e-04	9.0	24.9	-1.47
SLC7A1	6.0e-06	62.4	22.5	1.47
SNORA5C	8.8e-07	7.6	2.7	1.47
LIF	1.1e-12	17.8	6.4	1.47
MIR200A	3.5e-05	5.5	2.0	1.47
ZC3H12C	3.1e-04	2.6	7.1	-1.47
SPRY4	2.8e-09	30.1	10.9	1.47
SNHG1	2.5e-14	92.8	33.8	1.46
CYSRT1	1.0e-06	2.7	1.0	1.46
RPS21	3.4e-04	5783.1	2105.3	1.46
EDNRA	4.3e-11	10.1	3.7	1.45
BUB1	3.1e-06	25.8	9.4	1.45
ZNRF3	6.9e-13	21.4	7.8	1.45
ZNF280C	7.4e-11	4.1	1.5	1.45
KCTD1	3.0e-04	5.2	14.1	-1.45
XPO5	2.0e-12	38.1	14.0	1.45
FERMT1	5.7e-13	152.3	55.8	1.45
ARHGEF19	3.8e-13	11.3	4.2	1.45
INPP5D	3.4e-04	35.1	13.0	1.44
ATAD2	2.1e-18	27.7	10.2	1.44
JADE3	2.0e-12	14.6	5.4	1.44
CKS2	1.5e-04	221.9	81.9	1.44
MIR4292	6.9e-13	14.6	5.4	1.44
CMSS1	7.0e-17	18.8	6.9	1.44
COL5A3	2.1e-06	8.0	2.9	1.44
LXN	7.9e-05	31.0	84.0	-1.44
MSH5	2.4e-13	2.7	1.0	1.44
SRCIN1	4.9e-10	3.9	1.4	1.44
LINC01819	1.3e-04	2.7	1.0	1.44
NME2	9.7e-14	4.5	1.6	1.44
C1orf210	3.0e-04	37.3	101.0	-1.44
ASAP3	3.2e-04	6.8	18.5	-1.44
LOC105371049	2.6e-04	9.2	3.4	1.44
FAM71E1	1.1e-13	4.8	1.8	1.44
PINK1	2.4e-05	12.4	33.7	-1.44
FANCB	q<=1.5e-18	2.7	1.0	1.44
PRELID3A	1.4e-14	4.2	1.6	1.43
SORD	9.4e-15	26.7	9.9	1.43
WDR62	3.6e-07	7.5	2.8	1.43
UBE2S	7.5e-11	30.5	11.3	1.43
NKRF	q<=1.5e-18	12.9	4.8	1.43
EIF2S2	q<=1.5e-18	190.4	70.8	1.43
CCNI2	2.6e-10	10.8	4.0	1.43
ATG9B	1.7e-12	2.7	1.0	1.43
CMTM8	1.6e-15	39.1	14.5	1.43
SNORA5A	2.5e-06	2.7	1.0	1.43
DUSP4	7.8e-05	6.5	2.4	1.42
GJB4	1.0e-10	2.7	1.0	1.42
CENPI	1.1e-10	7.3	2.7	1.42
ECI2	7.2e-07	19.0	50.3	-1.41
FAM107B	2.9e-04	28.8	76.5	-1.41
ADRM1	9.8e-13	165.5	62.5	1.41
AKR1E2	9.8e-08	3.4	1.3	1.41
MFSD12	5.4e-11	51.8	19.6	1.41
CENPJ	6.3e-10	10.5	3.9	1.41
ZNF251	5.4e-09	18.8	7.1	1.41
ITGB8	7.1e-08	7.2	2.7	1.41
ARG2	8.8e-05	4.1	1.6	1.41
BORA	5.6e-11	12.0	4.5	1.41
PIF1	3.6e-08	5.5	2.1	1.40
EVX1	1.3e-06	2.6	1.0	1.40
SQOR	5.6e-04	68.5	180.1	-1.40
CHAF1B	3.7e-10	8.8	3.3	1.40
RRP1	4.5e-09	42.1	15.9	1.40
MCM10	3.0e-14	7.6	2.9	1.40
MIR6835	4.1e-11	2.6	1.0	1.40
LYAR	q<=1.5e-18	62.0	23.4	1.40
SPINDOC	9.1e-15	34.5	13.1	1.40
RTKN	5.4e-10	89.3	33.8	1.40
PARPBP	1.6e-05	10.1	3.9	1.39
CENPA	4.9e-06	23.3	8.9	1.39
PGM1	1.4e-05	51.2	134.2	-1.39
DNAJC2	q<=1.5e-18	56.0	21.5	1.39
B3GALT4	7.4e-07	14.2	37.3	-1.39
KIF4A	6.4e-06	21.2	8.1	1.39
NOTCH3	1.7e-09	21.3	8.1	1.39
DDX21	2.3e-06	113.6	43.4	1.39
DHX34	5.6e-15	21.6	8.2	1.39
SNORD17	9.7e-10	7.0	2.7	1.39
TSEN2	7.1e-14	20.6	7.9	1.39
HAPLN3	2.5e-10	13.0	5.0	1.39
SNORA33	2.8e-11	14.2	5.5	1.38
HMGA1	1.3e-09	610.6	235.5	1.38
SNORA26	2.0e-10	4.5	1.7	1.38
TTI1	6.9e-18	34.5	13.2	1.38
TTK	2.4e-08	20.7	8.0	1.38
CAD	8.2e-10	37.0	14.2	1.38
CCNE1	2.7e-04	16.1	6.2	1.38
IGFL4	2.3e-07	2.6	1.0	1.38
WDR90	5.2e-13	17.6	6.8	1.38
PITX1	8.6e-07	32.6	12.6	1.38
DCAF13	q<=1.5e-18	101.3	38.9	1.38
CASD1	1.2e-06	14.2	37.0	-1.38
LOC100506098	1.1e-05	9.6	3.7	1.38
COL4A1	3.6e-04	236.9	91.0	1.38
HMGB3	1.7e-08	57.6	22.1	1.38
MIR200B	2.7e-06	2.6	1.0	1.37
GGH	6.7e-06	320.6	123.8	1.37
SERPINE2	2.3e-09	117.6	45.4	1.37
SLC52A2	4.2e-09	145.8	56.3	1.37
ZNF182	8.6e-08	7.0	2.7	1.37
RAB27B	1.6e-04	2.0	5.1	-1.37
CDCA5	1.3e-08	45.5	17.6	1.37
RBL1	6.5e-17	11.8	4.6	1.36
NOP56	6.5e-17	195.4	76.0	1.36
ZNF121	5.2e-13	13.8	5.4	1.36
FECH	4.0e-04	3.7	9.5	-1.36
PXMP2	3.4e-04	3.7	9.5	-1.36
LY6E	7.5e-10	235.0	91.5	1.36
MAD2L1	1.2e-06	25.2	9.8	1.36
LMO7-AS1	1.4e-12	2.6	1.0	1.36
IFITM3	3.7e-15	1664.5	648.0	1.36
PSMA7	q<=1.5e-18	898.2	350.0	1.36
CKMT2	3.3e-06	5.7	2.2	1.36
ZSWIM4	7.3e-17	4.0	1.6	1.36
ZNF337-AS1	1.5e-07	6.8	2.7	1.36
SHMT2	1.2e-13	165.1	64.5	1.36
ZNF697	1.0e-13	5.1	2.0	1.36
ZMYND19	7.6e-16	48.3	18.9	1.35
USPL1	3.1e-11	20.1	7.9	1.35
NOP16	1.7e-06	79.3	31.0	1.35
PSRC1	6.0e-07	18.4	7.2	1.35
ACBD7	1.1e-10	2.6	1.0	1.35
KIF23	1.9e-06	20.6	8.1	1.35
ACTR3B	q<=1.5e-18	13.5	5.3	1.35
CYP2S1	1.7e-11	172.3	67.4	1.35
PLEKHA8	2.9e-07	17.5	6.8	1.35
COL5A1	1.4e-06	71.2	28.0	1.35
PPRC1	3.3e-05	35.5	13.9	1.35
POLR1C	1.5e-17	56.2	22.0	1.35
SGO1	1.2e-10	7.8	3.1	1.35
CDK1	3.0e-09	97.3	38.1	1.35
PRRT3-AS1	2.3e-15	6.2	2.4	1.35
PLK1	3.0e-04	53.4	21.0	1.34
CHPF	1.9e-12	114.1	45.1	1.34
RUVBL1	1.7e-13	96.2	38.0	1.34
NAT10	3.8e-08	72.8	28.7	1.34
KIFC1	5.3e-05	54.8	21.7	1.34
CDT1	3.2e-05	36.6	14.4	1.34
THBS2	1.8e-05	22.2	8.7	1.34
EZH2	5.3e-09	35.0	13.8	1.34
NEIL3	5.3e-05	4.9	1.9	1.34
MELK	2.5e-08	32.6	13.0	1.33
PUM3	1.6e-09	67.0	26.6	1.33
LIPG	7.0e-07	7.2	2.9	1.33
ARHGEF39	3.6e-10	8.7	3.5	1.33
HENMT1	1.3e-16	31.1	12.4	1.33
HOXA9	2.2e-08	26.2	10.4	1.33
GNB1L	4.0e-17	2.9	1.1	1.33
BCL2L1	q<=1.5e-18	151.9	60.3	1.33
NOP58	6.7e-12	106.2	42.2	1.33
PPP1R13L	4.6e-09	26.3	10.4	1.33
OXGR1	1.0e-03	4.4	1.7	1.33
DTX2P1-UPK3BP1-PMS2P11	6.7e-06	8.1	3.2	1.33
RGS16	1.6e-05	16.2	6.4	1.33
PDCD2L	9.0e-14	13.1	5.2	1.33
ABLIM2	1.8e-13	20.2	8.1	1.32
MELTF	1.7e-07	30.3	12.2	1.32
KIAA0895	7.6e-05	4.2	1.7	1.32
ASIC1	5.9e-06	11.6	4.7	1.32
STIL	4.7e-08	11.3	4.5	1.32
HM13	2.3e-14	352.7	140.8	1.32
NANP	9.2e-16	9.6	3.8	1.32
PAQR5	6.4e-04	6.1	15.3	-1.32
SLC12A8	5.3e-06	17.4	7.0	1.32
BICDL1	3.1e-07	13.6	5.4	1.32
TGDS	4.7e-06	33.0	13.2	1.32
FAM214A	5.8e-04	9.3	23.2	-1.32
SLC39A4	4.2e-09	107.3	42.9	1.32
ICA1	1.7e-13	75.5	30.3	1.32
XPOT	2.4e-18	50.9	20.3	1.32
E2F5	3.8e-13	19.6	7.9	1.31
CEBPB	8.8e-06	68.9	27.8	1.31
EPSTI1	5.5e-12	36.2	14.6	1.31
NR6A1	1.4e-09	4.8	2.0	1.31
SLC30A4	4.8e-04	3.5	8.7	-1.31
YDJC	4.8e-09	57.7	23.3	1.31
RPP40	5.3e-10	14.0	5.7	1.31
LINC01012	2.2e-14	3.5	1.4	1.31
DNA2	1.1e-10	7.5	3.0	1.31
ACVR2B	5.0e-05	3.7	1.5	1.31
F2RL2	1.5e-04	5.7	2.3	1.31
ZFP69B	q<=1.5e-18	3.2	1.3	1.31
PLOD3	1.5e-13	187.3	75.8	1.31
PCNX2	1.7e-09	5.3	2.1	1.31
KIF18A	7.3e-13	7.3	2.9	1.31
FNDC11	5.9e-12	2.5	1.0	1.30
MOB3B	6.3e-04	10.5	25.9	-1.30
ANKZF1	2.4e-08	46.8	19.0	1.30
CDC45	3.8e-12	25.0	10.1	1.30
STX16	4.7e-10	48.7	19.8	1.30
CHMP1B	1.3e-04	34.4	84.4	-1.30
PF4	1.5e-04	2.9	1.2	1.30
TNFRSF11B	1.3e-04	15.5	6.3	1.30
ADRA2C	8.6e-07	3.3	1.3	1.30
FOXP3	1.3e-06	3.5	1.4	1.30
ZC3H8	2.3e-14	8.1	3.3	1.30
RPP25	3.2e-07	39.2	15.9	1.30
TLCD1	6.7e-10	29.0	11.9	1.29
EXOSC5	4.7e-18	93.4	38.1	1.29
SNX24	2.0e-05	6.0	14.6	-1.29
LAPTM4B	1.6e-08	171.2	69.7	1.29
NLE1	3.6e-16	20.6	8.4	1.29
SCML1	1.7e-15	28.6	11.7	1.29
NOLC1	1.9e-06	134.2	54.9	1.29
GLTP	6.6e-05	38.6	94.2	-1.29
AQP9	3.6e-05	2.4	1.0	1.29
LIMA1	6.3e-04	95.8	234.5	-1.29
F2R	9.0e-09	29.9	12.2	1.29
HELLS	3.2e-08	21.0	8.6	1.29
C5orf34	7.9e-16	3.6	1.5	1.29
TTLL4	1.5e-14	18.5	7.5	1.29
PCED1A	1.6e-12	25.9	10.6	1.29
EPHB3	4.1e-07	71.4	29.2	1.29
GGCT	1.5e-14	84.5	34.5	1.29
CDC25A	9.4e-06	15.3	6.3	1.29
TMEM255B	4.6e-09	3.4	1.4	1.29
SLC1A5	1.8e-06	272.9	112.1	1.28
DDX11	7.2e-10	24.6	10.1	1.28
EBPL	1.8e-13	131.5	54.1	1.28
UCKL1	q<=1.5e-18	77.0	31.7	1.28
AP1S3	8.2e-13	7.5	3.1	1.28
NBEAL2	1.0e-10	38.4	15.8	1.28
MIR3142HG	5.0e-08	2.4	1.0	1.28
MTFR2	8.5e-08	13.7	5.6	1.28
P4HA3	5.2e-07	2.4	1.0	1.28
LINC00174	2.5e-05	5.0	2.1	1.28
PAFAH1B3	5.3e-17	74.4	30.6	1.28
