Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
PER1	q<=5.0e-20	14.2	82.7	-2.54
STARD9	q<=5.0e-20	1.2	7.2	-2.54
PTPRZ1	2.8e-11	1.0	5.8	-2.54
BMP6	q<=5.0e-20	1.9	10.8	-2.54
DENND2A	q<=5.0e-20	2.7	15.6	-2.54
PRIMA1	q<=5.0e-20	1.7	10.0	-2.54
KLHL31	1.3e-09	1.0	5.8	-2.54
APCDD1	q<=5.0e-20	11.1	64.7	-2.54
NIPSNAP3B	4.3e-16	1.6	9.5	-2.53
SELP	q<=5.0e-20	4.1	23.8	-2.53
SKA1	q<=5.0e-20	5.8	1.0	2.53
GSN	q<=5.0e-20	362.4	2092.9	-2.53
IRX6	1.3e-10	1.0	5.8	-2.53
ANK2	q<=5.0e-20	3.4	19.6	-2.52
CKAP2L	q<=5.0e-20	5.7	1.0	2.52
TEDC2	q<=5.0e-20	10.4	1.8	2.52
ECM2	1.8e-16	16.9	96.8	-2.52
RGS2	5.0e-13	37.0	212.6	-2.52
SYT13	q<=5.0e-20	5.7	1.0	2.51
MCM10	q<=5.0e-20	5.7	1.0	2.51
SEMA6D	q<=5.0e-20	2.4	13.4	-2.51
HPSE2	q<=5.0e-20	1.0	5.7	-2.51
HSD17B13	1.3e-13	1.0	5.7	-2.51
GPM6B	q<=5.0e-20	6.8	38.6	-2.51
PTH1R	6.5e-18	1.8	9.9	-2.50
PREX2	q<=5.0e-20	2.4	13.4	-2.50
ZFP36	1.7e-13	149.8	845.2	-2.50
KIF18B	q<=5.0e-20	5.6	1.0	2.50
PLA2G4A	q<=5.0e-20	3.0	16.8	-2.50
RGMA	q<=5.0e-20	2.4	13.7	-2.50
DEPDC1B	q<=5.0e-20	5.6	1.0	2.49
CREB5	q<=5.0e-20	1.6	9.0	-2.49
ALX4	4.1e-11	1.0	5.6	-2.49
GPR146	q<=5.0e-20	1.0	5.6	-2.49
ADCY5	q<=5.0e-20	3.1	17.6	-2.49
PDZD2	2.7e-16	4.3	23.9	-2.49
PEAR1	q<=5.0e-20	3.2	18.0	-2.49
SHE	q<=5.0e-20	2.4	13.6	-2.48
ADCYAP1R1	q<=5.0e-20	1.0	5.6	-2.48
CDC6	q<=5.0e-20	11.1	2.0	2.48
MAGI2-AS3	q<=5.0e-20	9.0	50.2	-2.48
HOXC11	q<=5.0e-20	5.6	1.0	2.48
RCAN1	q<=5.0e-20	47.0	260.9	-2.47
STX19	1.4e-11	1.0	5.5	-2.47
NCALD	q<=5.0e-20	11.5	63.9	-2.47
MRGPRF	q<=5.0e-20	3.0	16.8	-2.47
RAD51	q<=5.0e-20	9.6	1.7	2.47
MET	8.0e-08	7.6	42.0	-2.46
BOC	q<=5.0e-20	8.6	47.0	-2.45
CRHBP	7.4e-09	1.0	5.5	-2.45
ANXA8	1.7e-04	1.0	5.5	-2.45
MID1	q<=5.0e-20	3.9	21.1	-2.45
FAM13A	q<=5.0e-20	7.8	42.5	-2.45
STAC	1.0e-12	1.0	5.5	-2.45
TGFBR2	q<=5.0e-20	53.0	288.6	-2.45
PLPP4	q<=5.0e-20	5.5	1.0	2.45
CYP4F12	8.4e-10	1.0	5.4	-2.45
TWIST2	2.3e-18	6.4	34.8	-2.45
HOXA3	q<=5.0e-20	1.2	6.5	-2.45
CEACAM6	q<=5.0e-20	22.1	4.1	2.44
MAML2	q<=5.0e-20	6.7	36.6	-2.44
CENPE	q<=5.0e-20	5.6	1.0	2.44
PROS1	q<=5.0e-20	13.0	70.9	-2.44
IL34	5.0e-18	6.5	35.1	-2.44
DUSP1	q<=5.0e-20	142.0	769.8	-2.44
TFPI	q<=5.0e-20	10.8	58.8	-2.44
RASD1	8.1e-17	16.7	90.9	-2.44
RAB26	q<=5.0e-20	11.6	2.1	2.44
F3	q<=5.0e-20	18.6	101.2	-2.44
FAM162B	q<=5.0e-20	1.3	7.2	-2.44
FGF1	q<=5.0e-20	8.0	43.3	-2.44
DEPP1	1.8e-18	65.8	353.9	-2.43
COL1A1	q<=5.0e-20	2477.3	459.8	2.43
GPBAR1	3.3e-14	1.0	5.4	-2.43
SYNDIG1	q<=5.0e-20	5.4	1.0	2.42
FHL5	4.4e-10	1.0	5.3	-2.42
ANPEP	3.7e-06	26.9	144.5	-2.42
DDR2	3.3e-16	11.6	62.2	-2.42
P4HA3	q<=5.0e-20	10.2	1.9	2.42
CCDC8	q<=5.0e-20	9.1	48.5	-2.42
FAM89A	4.1e-14	5.7	30.2	-2.42
LETR1	q<=5.0e-20	1.2	6.4	-2.42
GNAI1	2.6e-19	2.7	14.7	-2.42
STEAP4	1.3e-10	5.3	28.5	-2.42
KIF23	q<=5.0e-20	17.9	3.4	2.41
USHBP1	q<=5.0e-20	1.4	7.2	-2.41
KIF11	q<=5.0e-20	18.8	3.5	2.41
S1PR1	q<=5.0e-20	17.4	92.4	-2.41
GNG11	q<=5.0e-20	18.0	95.5	-2.41
MT1X	q<=5.0e-20	31.5	167.4	-2.41
PLEKHH2	q<=5.0e-20	2.2	11.9	-2.41
SPAG5	q<=5.0e-20	16.9	3.2	2.40
MRC1	7.7e-11	3.6	18.9	-2.40
TESC	1.7e-11	3.6	18.9	-2.40
PPP1R16B	q<=5.0e-20	3.3	17.1	-2.40
JAM2	q<=5.0e-20	9.5	49.9	-2.40
ISG15	q<=5.0e-20	205.4	39.1	2.39
CTHRC1	q<=5.0e-20	194.9	37.2	2.39
NAT1	q<=5.0e-20	72.1	13.8	2.38
TAL1	q<=5.0e-20	1.2	6.2	-2.38
CNIH2	q<=5.0e-20	5.2	1.0	2.38
KIF15	q<=5.0e-20	5.8	1.1	2.38
TNFRSF10D	q<=5.0e-20	1.8	9.3	-2.38
DIPK2B	q<=5.0e-20	11.4	59.3	-2.38
SHCBP1	q<=5.0e-20	5.2	1.0	2.37
NLGN4X	q<=5.0e-20	1.3	6.8	-2.37
SOX17	1.4e-16	2.8	14.3	-2.37
F12	q<=5.0e-20	5.7	1.1	2.37
VLDLR-AS1	1.3e-11	1.3	6.7	-2.37
MEG3	1.5e-11	12.9	66.7	-2.37
FERMT1	3.5e-05	1.0	5.2	-2.37
CYYR1	q<=5.0e-20	12.2	62.8	-2.37
ZWINT	q<=5.0e-20	57.1	11.1	2.37
PRRT4	5.6e-11	1.0	5.1	-2.36
NAP1L2	q<=5.0e-20	1.6	8.5	-2.36
SLC44A4	q<=5.0e-20	122.6	23.9	2.36
LMNB1	q<=5.0e-20	50.6	9.9	2.36
FGF14-AS2	q<=5.0e-20	2.1	10.9	-2.36
COL14A1	q<=5.0e-20	21.5	109.6	-2.35
LHFPL6	q<=5.0e-20	39.6	202.0	-2.35
CTTNBP2	2.9e-07	1.1	5.5	-2.35
BGN	q<=5.0e-20	774.2	151.9	2.35
PDLIM3	8.3e-06	20.0	101.8	-2.35
KCNB1	6.5e-16	1.0	5.1	-2.34
ANKRD35	q<=5.0e-20	1.6	8.2	-2.34
MMD	3.6e-13	17.1	86.9	-2.34
NTF4	q<=5.0e-20	1.0	5.0	-2.34
PLSCR4	q<=5.0e-20	15.3	77.6	-2.34
RMI2	q<=5.0e-20	27.9	5.5	2.34
SCGB2A2	1.5e-09	238.7	1208.9	-2.34
MIR4483	2.4e-07	1.0	5.1	-2.34
ACSL1	4.1e-12	60.5	306.9	-2.34
ANXA8L1	2.6e-05	1.0	5.1	-2.34
MIR27B	7.3e-12	1.0	5.0	-2.33
TTK	q<=5.0e-20	10.4	2.1	2.33
DTX1	1.9e-16	3.1	15.7	-2.33
TMEM178A	2.0e-13	2.2	11.0	-2.33
CYP26B1	1.1e-11	2.2	10.9	-2.33
ABCD2	3.0e-11	1.0	5.0	-2.33
LDB2	q<=5.0e-20	13.8	69.3	-2.33
IL4I1	q<=5.0e-20	8.7	1.7	2.32
MND1	q<=5.0e-20	8.1	1.6	2.32
ARTN	q<=5.0e-20	5.0	1.0	2.32
DCN	q<=5.0e-20	243.1	1217.3	-2.32
LIMS2	q<=5.0e-20	18.6	92.7	-2.32
CLIC5	2.2e-06	2.7	13.6	-2.32
CXCL12	q<=5.0e-20	130.3	651.5	-2.32
E2F1	q<=5.0e-20	17.8	3.6	2.31
CKS2	q<=5.0e-20	119.9	24.1	2.31
MRAS	q<=5.0e-20	17.0	84.3	-2.31
HSD11B1	3.6e-09	3.0	14.6	-2.31
PDGFD	q<=5.0e-20	13.1	64.8	-2.31
ATP13A4	1.6e-05	1.0	4.9	-2.30
IRX4	4.1e-05	1.2	5.8	-2.30
MMP3	q<=5.0e-20	12.4	2.5	2.30
ADAMDEC1	q<=5.0e-20	4.9	1.0	2.30
FZD4	4.9e-17	14.2	70.0	-2.30
MRAP2	5.4e-14	1.0	4.9	-2.29
VWF	q<=5.0e-20	43.6	212.5	-2.29
ALDOC	3.4e-16	11.4	56.1	-2.29
ALKAL2	3.9e-07	1.0	4.9	-2.29
SCN4A	5.6e-09	1.0	4.9	-2.29
HOXA6	q<=5.0e-20	1.0	4.9	-2.29
FLRT2	q<=5.0e-20	1.6	8.0	-2.28
P3H2	q<=5.0e-20	4.7	22.7	-2.28
SLC29A4	1.9e-12	2.2	10.9	-2.28
EBF2	1.9e-17	1.6	7.8	-2.28
RNASE7	q<=5.0e-20	1.0	4.8	-2.28
FAM126A	q<=5.0e-20	2.8	13.8	-2.28
WASF3	q<=5.0e-20	2.3	11.3	-2.28
PLAGL1	q<=5.0e-20	8.3	40.5	-2.28
TFF1	q<=5.0e-20	212.1	43.6	2.28
FZD10-AS1	q<=5.0e-20	1.1	5.3	-2.28
CPB1	3.8e-11	5.4	26.3	-2.28
FOXD3-AS1	q<=5.0e-20	4.8	1.0	2.27
HES6	q<=5.0e-20	11.3	2.3	2.27
OLR1	q<=5.0e-20	19.9	4.1	2.27
DEPDC1	q<=5.0e-20	4.8	1.0	2.27
C1QTNF7	2.2e-11	1.0	4.8	-2.27
FAT4	q<=5.0e-20	1.4	6.8	-2.27
MGAT3	q<=5.0e-20	1.7	8.0	-2.27
CPAMD8	1.2e-19	3.7	17.7	-2.27
ANKRD53	1.1e-16	1.0	4.8	-2.27
SH3BGRL2	q<=5.0e-20	9.2	44.4	-2.27
SNCA	q<=5.0e-20	1.0	4.9	-2.27
TNFRSF18	q<=5.0e-20	14.3	3.0	2.27
NDNF	1.1e-14	1.7	8.4	-2.27
TMEM88	q<=5.0e-20	4.7	22.3	-2.26
CD34	q<=5.0e-20	29.7	142.5	-2.26
NFIB	q<=5.0e-20	26.4	126.5	-2.26
LAMC2	1.7e-18	23.2	111.3	-2.26
PLCH2	1.3e-18	2.4	11.7	-2.26
SLAIN1	1.0e-13	1.8	8.8	-2.26
CDKN1C	q<=5.0e-20	16.6	79.4	-2.26
IGF2BP2	3.4e-05	1.4	6.7	-2.25
RELN	6.6e-17	1.0	4.7	-2.25
MAOB	1.1e-17	42.6	202.3	-2.25
L3MBTL4	8.7e-20	1.6	7.4	-2.25
EMCN	q<=5.0e-20	9.2	43.9	-2.25
ANGPTL8	3.4e-09	1.0	4.8	-2.25
CPS1	1.6e-18	1.3	6.1	-2.25
MIR4653	q<=5.0e-20	6.5	1.4	2.25
PAQR4	q<=5.0e-20	15.1	3.2	2.25
KANK3	q<=5.0e-20	1.9	9.1	-2.24
CCNB1	q<=5.0e-20	62.0	13.1	2.24
HYAL1	q<=5.0e-20	2.3	10.9	-2.24
ROBO3	q<=5.0e-20	3.8	17.8	-2.24
CRYBG3	q<=5.0e-20	2.7	12.9	-2.24
PIP5K1B	1.0e-11	2.2	10.4	-2.24
MYCT1	q<=5.0e-20	8.3	39.1	-2.24
RUNX1T1	q<=5.0e-20	1.8	8.5	-2.23
NPR3	9.4e-08	2.8	13.1	-2.23
IGF1	3.5e-15	1.0	4.7	-2.23
ADCY4	q<=5.0e-20	6.0	28.2	-2.23
SLC17A7	q<=5.0e-20	1.0	4.7	-2.23
FBLN5	q<=5.0e-20	39.3	183.8	-2.23
FAM149A	q<=5.0e-20	1.8	8.5	-2.23
MTURN	1.3e-17	15.7	73.7	-2.23
PKDCC	4.9e-13	6.2	28.8	-2.22
PTGIS	1.4e-15	8.7	40.6	-2.22
TMEM71	3.6e-15	1.7	7.9	-2.22
FGF7	q<=5.0e-20	3.5	16.2	-2.22
MTFR2	q<=5.0e-20	4.7	1.0	2.22
PPP1R12B	q<=5.0e-20	10.1	47.1	-2.22
GINS1	q<=5.0e-20	13.1	2.8	2.21
HOXC10	q<=5.0e-20	34.0	7.3	2.21
TXNIP	q<=5.0e-20	464.7	2146.2	-2.21
CLMP	1.2e-18	14.0	64.8	-2.21
MATN3	q<=5.0e-20	14.3	3.1	2.21
CSRNP1	q<=5.0e-20	26.6	123.1	-2.21
TMEM220-AS1	q<=5.0e-20	1.0	4.6	-2.21
SLC7A3	3.4e-13	1.0	4.6	-2.21
TMEM47	q<=5.0e-20	13.2	60.6	-2.20
LINC00960	2.6e-10	2.1	9.4	-2.20
PRR15	q<=5.0e-20	56.3	12.3	2.20
DLK2	q<=5.0e-20	2.0	9.4	-2.20
ALDH1A3	4.5e-18	5.3	24.5	-2.20
S100A14	q<=5.0e-20	427.8	93.2	2.20
FRMD3	q<=5.0e-20	3.7	16.8	-2.20
LINC01359	6.4e-05	1.4	6.2	-2.19
DACT2	2.1e-18	1.0	4.5	-2.19
RECQL4	q<=5.0e-20	13.3	2.9	2.19
MGLL	3.7e-17	41.5	189.3	-2.19
EPHB6	q<=5.0e-20	2.7	12.3	-2.19
ACSM3	9.2e-07	2.8	12.9	-2.19
LMO3	4.9e-06	1.9	8.7	-2.19
CDCA2	q<=5.0e-20	4.5	1.0	2.18
RET	q<=5.0e-20	17.8	3.9	2.18
NTRK3	5.7e-13	1.0	4.5	-2.18
ABCC9	6.5e-15	3.0	13.4	-2.18
IFI6	q<=5.0e-20	551.6	121.9	2.18
ZNF334	9.7e-14	1.6	7.1	-2.18
HOXC-AS3	q<=5.0e-20	4.5	1.0	2.18
NAALAD2	1.7e-11	1.0	4.5	-2.18
ESCO2	q<=5.0e-20	4.5	1.0	2.17
TINAGL1	q<=5.0e-20	31.4	141.7	-2.17
CCN1	q<=5.0e-20	151.1	679.6	-2.17
MMRN2	q<=5.0e-20	18.4	82.6	-2.17
PAFAH1B3	q<=5.0e-20	117.5	26.1	2.17
SGO1	q<=5.0e-20	4.5	1.0	2.16
KRT16	2.4e-07	4.7	20.8	-2.16
ACKR4	7.7e-17	1.2	5.3	-2.16
CLPSL2	q<=5.0e-20	4.5	1.0	2.16
RAMP1	q<=5.0e-20	22.3	5.0	2.16
AGR3	q<=5.0e-20	325.5	73.2	2.15
CENPU	q<=5.0e-20	23.2	5.2	2.15
GPRC5A	q<=5.0e-20	114.0	25.7	2.15
CLIP4	q<=5.0e-20	10.5	46.4	-2.15
PELI2	q<=5.0e-20	3.0	13.5	-2.15
DOC2B	q<=5.0e-20	3.4	15.0	-2.15
PGM5-AS1	q<=5.0e-20	1.0	4.4	-2.15
ADM	1.1e-14	11.4	50.7	-2.15
SRMS	q<=5.0e-20	5.2	1.2	2.15
ORC6	q<=5.0e-20	9.6	2.2	2.15
ST6GALNAC3	q<=5.0e-20	1.0	4.4	-2.14
RNF128	1.9e-07	2.8	12.3	-2.14
TMEM273	q<=5.0e-20	8.6	38.1	-2.14
GFAP	4.4e-13	1.0	4.4	-2.14
KCNJ16	5.2e-10	1.0	4.4	-2.14
GIMAP8	q<=5.0e-20	7.1	31.3	-2.13
MASP1	4.8e-15	1.0	4.4	-2.13
GPRIN1	q<=5.0e-20	4.4	1.0	2.13
STOX2	q<=5.0e-20	1.0	4.4	-2.13
CCDC158	q<=5.0e-20	1.0	4.4	-2.13
TACC3	q<=5.0e-20	40.5	9.2	2.13
POSTN	q<=5.0e-20	824.2	188.6	2.13
LAMA2	4.2e-19	6.1	26.6	-2.12
RNF39	2.4e-16	5.4	23.4	-2.12
C2CD4B	3.3e-05	1.0	4.3	-2.12
ZNF385D	1.1e-14	1.1	4.7	-2.12
ADAMTSL4	4.4e-19	3.9	16.9	-2.12
PRKN	q<=5.0e-20	1.4	6.1	-2.11
APOLD1	1.6e-13	14.1	60.8	-2.11
TRIP13	q<=5.0e-20	20.6	4.8	2.11
MYL7	1.7e-04	1.0	4.3	-2.11
SIK2	2.7e-18	11.4	49.4	-2.11
CST2	1.1e-06	4.3	1.0	2.11
PCDH18	q<=5.0e-20	8.6	37.3	-2.11
MMP28	6.5e-17	4.3	18.6	-2.11
SLC35G2	q<=5.0e-20	3.8	16.3	-2.11
PCDHGB7	q<=5.0e-20	1.7	7.5	-2.11
ROBO4	q<=5.0e-20	9.2	39.4	-2.10
SDK2	1.8e-05	1.0	4.4	-2.10
ZNF727	2.0e-17	1.0	4.3	-2.10
KIF18A	q<=5.0e-20	5.6	1.3	2.10
PYCR1	q<=5.0e-20	87.4	20.4	2.10
HOTAIR	q<=5.0e-20	4.3	1.0	2.10
SPRY1	q<=5.0e-20	29.9	128.7	-2.10
CLPSL1	q<=5.0e-20	4.3	1.0	2.10
DMRT2	3.4e-11	1.0	4.3	-2.10
LTBP4	q<=5.0e-20	21.6	92.2	-2.10
VGLL3	1.6e-17	4.2	17.7	-2.09
CDT1	q<=5.0e-20	12.9	3.0	2.09
ZMYND10	q<=5.0e-20	12.8	3.0	2.09
NR4A3	2.2e-08	1.7	7.3	-2.09
KY	q<=5.0e-20	1.0	4.3	-2.09
HOXA7	q<=5.0e-20	1.0	4.3	-2.09
PRUNE2	1.6e-12	1.4	6.0	-2.09
CEMIP	q<=5.0e-20	4.3	1.0	2.09
ACTA2	q<=5.0e-20	183.5	781.9	-2.09
TEK	q<=5.0e-20	6.5	27.7	-2.09
TACC1	q<=5.0e-20	27.2	115.8	-2.09
PTPRB	q<=5.0e-20	4.5	19.1	-2.08
HPN	q<=5.0e-20	45.2	10.7	2.08
CDH23	2.4e-17	2.0	8.3	-2.08
KCNK15	q<=5.0e-20	9.6	2.3	2.08
MFSD4A	7.3e-17	1.4	6.1	-2.08
LY6D	4.1e-04	1.0	4.2	-2.08
CCN6	2.2e-06	1.0	4.2	-2.08
GABRD	q<=5.0e-20	4.2	1.0	2.08
SOCS2	q<=5.0e-20	10.6	44.6	-2.07
DCDC2	8.0e-08	2.0	8.4	-2.07
SPARCL1	q<=5.0e-20	212.1	888.8	-2.07
ADAM8	q<=5.0e-20	16.5	3.9	2.07
SPP1	q<=5.0e-20	229.8	55.0	2.06
MEIS2	q<=5.0e-20	3.2	13.4	-2.06
RAPGEF3	q<=5.0e-20	5.3	21.9	-2.06
C6	4.6e-05	1.0	4.2	-2.06
RASSF6	4.7e-11	3.0	12.7	-2.06
MPPED2	1.3e-17	1.9	8.1	-2.06
PLPP3	q<=5.0e-20	34.3	143.4	-2.06
MOB3B	q<=5.0e-20	3.6	15.2	-2.06
FOLR2	2.4e-11	15.5	64.4	-2.06
HAND2-AS1	q<=5.0e-20	1.0	4.2	-2.06
NECTIN3	q<=5.0e-20	2.3	9.4	-2.06
SEMA6A	q<=5.0e-20	5.0	20.8	-2.06
GCOM1	q<=5.0e-20	1.0	4.2	-2.05
IRS2	q<=5.0e-20	8.1	33.7	-2.05
MAP7D3	q<=5.0e-20	4.3	18.0	-2.05
GREM2	7.2e-14	1.0	4.1	-2.04
LRRC8C-DT	q<=5.0e-20	3.4	13.9	-2.04
IRAK3	4.0e-15	2.2	9.2	-2.04
SCN2B	q<=5.0e-20	1.0	4.1	-2.04
RHOU	q<=5.0e-20	12.7	52.1	-2.04
FCER1A	6.9e-13	3.4	13.9	-2.04
RIMS3	q<=5.0e-20	1.8	7.5	-2.04
NPM2	2.9e-13	1.0	4.1	-2.04
FOXP2	8.7e-17	1.0	4.1	-2.03
MFAP2	q<=5.0e-20	61.3	15.0	2.03
MAPK10	3.6e-13	1.8	7.3	-2.03
ATP1B2	q<=5.0e-20	1.6	6.4	-2.03
ALPL	1.0e-18	12.3	50.1	-2.03
CYTL1	3.6e-18	2.0	8.0	-2.03
SOX5	3.9e-11	1.0	4.1	-2.03
ARHGEF15	q<=5.0e-20	7.3	29.7	-2.03
CLEC10A	2.6e-09	3.4	13.8	-2.03
EZH2	q<=5.0e-20	23.0	5.6	2.03
HMGB3	q<=5.0e-20	47.4	11.6	2.03
DEGS2	q<=5.0e-20	39.0	9.6	2.02
RBPMS-AS1	1.5e-14	1.5	5.9	-2.02
GYPC	q<=5.0e-20	30.9	125.1	-2.02
ARHGAP11A	q<=5.0e-20	7.7	1.9	2.02
RUNDC3B	q<=5.0e-20	1.0	4.1	-2.02
GPLD1	8.8e-12	1.0	4.1	-2.02
NFASC	5.5e-14	5.2	21.0	-2.02
TLCD1	q<=5.0e-20	24.6	6.1	2.02
CD164L2	1.0e-13	1.7	6.8	-2.02
DLC1	q<=5.0e-20	15.7	63.4	-2.01
KANK1	q<=5.0e-20	19.2	77.4	-2.01
PRR11	2.6e-10	4.6	1.2	2.01
LOC100130449	q<=5.0e-20	9.2	2.3	2.01
METTL7A	q<=5.0e-20	53.3	214.7	-2.01
CLEC1A	q<=5.0e-20	2.1	8.6	-2.01
PTGDS	1.7e-06	1.1	4.3	-2.01
HSH2D	q<=5.0e-20	16.5	4.1	2.00
IQCN	q<=5.0e-20	2.9	11.5	-2.00
NRG2	3.4e-16	1.0	4.0	-2.00
SOBP	q<=5.0e-20	1.5	5.9	-2.00
UBE2S	q<=5.0e-20	18.2	4.6	2.00
CXCL9	q<=5.0e-20	31.3	7.8	2.00
FSIP1	q<=5.0e-20	8.8	2.2	2.00
ZNF677	q<=5.0e-20	4.2	16.7	-2.00
MSRB3	q<=5.0e-20	21.2	84.7	-2.00
HOXD4	4.0e-19	1.2	4.8	-2.00
PCDH9	4.4e-06	1.0	4.0	-2.00
CCDC80	8.8e-16	36.7	146.6	-2.00
EFNB3	1.2e-18	3.2	12.9	-2.00
C1QTNF6	q<=5.0e-20	36.9	9.3	1.99
CYP11A1	q<=5.0e-20	1.0	4.0	-1.99
SH3RF2	q<=5.0e-20	3.8	15.2	-1.99
SOX7	q<=5.0e-20	2.7	10.7	-1.99
FNDC1	4.7e-19	23.4	5.9	1.99
DOCK11	4.4e-13	6.6	26.4	-1.99
AMIGO2	1.0e-13	22.6	90.1	-1.99
CFAP45	q<=5.0e-20	4.8	1.2	1.98
RAD54L	q<=5.0e-20	4.0	1.0	1.98
PM20D2	1.1e-17	4.3	17.1	-1.98
CCN5	1.5e-10	29.3	115.4	-1.98
HEY2	7.5e-15	5.1	20.2	-1.98
LINC00958	7.1e-07	1.0	4.0	-1.98
IFFO2	1.8e-18	10.6	41.8	-1.98
VSIR	q<=5.0e-20	13.8	54.5	-1.98
MCTP2	3.8e-14	1.3	5.0	-1.98
EMP1	q<=5.0e-20	70.2	276.3	-1.98
CDC14B	q<=5.0e-20	6.8	26.7	-1.98
BMP8A	q<=5.0e-20	5.8	1.5	1.98
CELF2	q<=5.0e-20	8.3	32.6	-1.98
SMIM10L2B	q<=5.0e-20	1.0	3.9	-1.98
CEACAM5	3.4e-16	3.9	1.0	1.98
LINC01140	1.6e-18	1.0	3.9	-1.98
HOXA2	q<=5.0e-20	1.0	4.0	-1.98
EGFLAM	q<=5.0e-20	5.4	21.1	-1.98
CRIM1	q<=5.0e-20	46.0	181.6	-1.98
SLC16A3	q<=5.0e-20	25.8	6.6	1.97
SMIM22	q<=5.0e-20	38.2	9.7	1.97
CLGN	q<=5.0e-20	10.0	2.6	1.97
PTPN14	q<=5.0e-20	9.9	39.0	-1.97
CCM2L	q<=5.0e-20	1.7	6.8	-1.97
LINC02237	3.1e-12	1.0	3.9	-1.97
B3GNT3	7.7e-05	2.1	8.2	-1.97
E2F2	q<=5.0e-20	3.9	1.0	1.97
ANGPTL2	q<=5.0e-20	45.9	179.8	-1.97
BANK1	4.5e-06	1.1	4.5	-1.97
LHX6	q<=5.0e-20	3.4	13.4	-1.97
TSLP	q<=5.0e-20	1.0	3.9	-1.96
TRIM2	q<=5.0e-20	10.7	41.9	-1.96
PDZD4	2.0e-13	1.5	5.9	-1.96
NDN	q<=5.0e-20	16.2	63.0	-1.96
AASS	q<=5.0e-20	4.3	16.7	-1.96
DAAM2	q<=5.0e-20	5.1	19.6	-1.96
DIAPH3	q<=5.0e-20	5.7	1.5	1.96
PDE7B	q<=5.0e-20	1.2	4.8	-1.96
CCN3	2.4e-11	5.2	20.1	-1.96
TDO2	q<=5.0e-20	3.9	1.0	1.96
LINC01060	5.2e-09	1.8	7.0	-1.96
GIMAP5	1.8e-17	1.0	3.9	-1.96
ARC	8.6e-07	1.0	3.9	-1.95
MIR221	2.9e-14	1.0	3.9	-1.95
CEP112	q<=5.0e-20	4.1	15.8	-1.95
CD302	q<=5.0e-20	2.4	9.4	-1.95
MCAM	4.7e-17	77.4	299.8	-1.95
YPEL4	q<=5.0e-20	1.0	4.0	-1.95
TBX15	1.0e-14	4.2	16.0	-1.95
SULT1C4	1.6e-11	2.6	10.2	-1.95
PRRG3	q<=5.0e-20	1.0	3.9	-1.95
CHST3	q<=5.0e-20	7.2	27.9	-1.95
PCDHGA2	1.1e-18	1.0	3.8	-1.94
CNTNAP2	q<=5.0e-20	3.8	1.0	1.94
KLK4	q<=5.0e-20	3.8	1.0	1.94
MIR100HG	q<=5.0e-20	9.4	36.1	-1.94
ZC3H12C	q<=5.0e-20	1.8	6.8	-1.94
CAVIN1	q<=5.0e-20	172.8	661.3	-1.94
CFL2	1.1e-09	9.8	37.4	-1.94
SBK1	q<=5.0e-20	19.1	5.0	1.94
TLL1	q<=5.0e-20	1.7	6.4	-1.94
ZDBF2	q<=5.0e-20	1.3	5.0	-1.94
NUAK2	q<=5.0e-20	8.0	2.1	1.93
NMB	1.3e-15	14.6	55.6	-1.93
STX11	2.7e-14	1.4	5.4	-1.93
TPPP	q<=5.0e-20	2.6	9.8	-1.93
C8orf88	q<=5.0e-20	1.0	3.8	-1.93
DRD2	4.8e-12	1.0	3.8	-1.93
MUC1	q<=5.0e-20	663.2	174.3	1.93
ARHGEF4	q<=5.0e-20	2.1	8.1	-1.93
GNG2	4.5e-16	10.0	37.9	-1.92
APBA1	q<=5.0e-20	1.8	7.0	-1.92
SH3D19	q<=5.0e-20	29.7	112.3	-1.92
MAPK8IP2	q<=5.0e-20	9.9	2.6	1.92
EDN1	2.2e-17	9.8	36.9	-1.92
FOXO1	q<=5.0e-20	12.3	46.6	-1.92
ERCC6L	q<=5.0e-20	3.8	1.0	1.92
CX3CR1	1.3e-13	5.3	19.9	-1.92
ZNF208	6.5e-06	1.0	3.9	-1.92
ADGRL4	q<=5.0e-20	19.0	71.6	-1.92
DUSP6	q<=5.0e-20	33.2	125.1	-1.92
PRKAR2B	1.0e-11	32.2	122.0	-1.92
RECK	q<=5.0e-20	10.8	40.8	-1.91
